Semester,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Occupancy,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Total_Visits,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Spring,FEMALE,16,3.625,133,0.252,5,Tue,Intermediate,2020,0,49,1,0,0,0,1,0
Spring,FEMALE,14,3.571,128,0.306,6,Tue,Introductory,2019,0,16,1,1,0,0,1,0
Spring,MALE,15,2.4,134,-0.288,7,Tue,Advanced,2017,0,13,0,0,0,0,1,0
Spring,MALE,14,2.214,169.02,-0.695,8,Tue,Introductory,2018,0,34,0,1,0,0,1,0
Spring,FEMALE,13,3.75,142,1.35,5,Tue,Introductory,2018,0,59,0,1,0,0,1,0
Spring,MALE,9,4,134,0.825,6,Tue,Introductory,2020,0,30,1,1,0,0,1,0
Spring,MALE,13,2.076,133,-0.963,6,Tue,Introductory,2020,0,67,1,0,0,0,1,0
Spring,FEMALE,18,2.933,144,-0.24,4,Tue,Intermediate,2018,0,15,0,0,0,0,1,0
Spring,MALE,15,3.4,25,0.144,5,Tue,Introductory,2017,1,19,0,1,0,0,1,0
Spring,FEMALE,16,3.1,126,0.298,5,Tue,Intermediate,2018,0,6,0,0,0,0,1,0
Spring,FEMALE,16,2.937,155,-0.012,6,Tue,Introductory,2020,0,60,1,0,0,0,1,0
Spring,FEMALE,17,3.117,143,0.291,7,Tue,Intermediate,2019,0,13,1,0,0,0,1,0
Spring,MALE,17,3.823,124,0.502,8,Tue,Introductory,2020,0,76,1,0,0,0,1,0
Spring,FEMALE,18,3.4,127,0.376,9,Tue,Intermediate,2019,0,2,1,0,0,0,1,0
Spring,FEMALE,16,4,122,0,8,Tue,Introductory,2021,0,20,1,1,0,0,1,0
Spring,MALE,17,2.235,83,-0.077,8,Tue,Intermediate,2018,0,1,0,0,0,0,1,0
Spring,MALE,14,2.545,135,-0.208,9,Tue,Introductory,2018,0,30,0,1,0,0,1,0
Spring,MALE,17,3,148,0.188,10,Tue,Introductory,2018,0,47,0,1,0,0,1,0
Spring,MALE,12,3,122,-0.271,10,Tue,Introductory,2020,0,18,1,1,0,0,1,0
Spring,MALE,12,2.666,163,-0.094,10,Tue,Introductory,2017,0,53,1,1,0,0,1,0
Spring,FEMALE,14,2.5,122,-0.123,11,Tue,Introductory,2020,0,1,1,0,0,0,1,0
Spring,MALE,13,3.461,51,0.435,12,Tue,Introductory,2018,0,12,0,0,0,0,1,0
Spring,FEMALE,24,3.4,153,-0.031,13,Tue,Intermediate,2020,0,83,1,0,0,0,1,0
Spring,FEMALE,19,3.105,122,-0.253,14,Tue,Introductory,2018,0,30,0,1,0,0,1,0
Spring,FEMALE,12,3.333,122,-0.067,13,Tue,Intermediate,2018,0,8,0,0,0,0,1,0
Spring,FEMALE,15,3.533,130,-0.201,14,Tue,Intermediate,2018,0,24,0,1,0,0,1,0
Spring,MALE,14,2.615,131,0.138,12,Tue,Introductory,2019,0,32,1,1,0,0,1,0
Spring,MALE,14,3,44,0.41,13,Tue,Introductory,2017,1,35,0,1,0,0,1,0
Spring,FEMALE,12,2.222,125,-0.431,13,Tue,Introductory,2020,0,34,1,1,0,0,1,0
Spring,MALE,17,3.062,30,-0.049,8,Tue,Introductory,2017,1,6,0,1,0,0,0,1
Spring,MALE,19,3.631,144,0.223,8,Tue,Introductory,2020,0,46,1,1,0,0,0,1
Spring,MALE,9,3,126,-0.454,9,Tue,Introductory,2021,0,35,1,1,0,0,0,1
Spring,FEMALE,9,1,105,-0.873,9,Tue,Advanced,2021,0,5,1,0,0,0,0,1
Spring,MALE,6,1,56,-0.857,10,Tue,Advanced,2017,1,3,0,0,0,0,0,1
Spring,FEMALE,16,3.666,139,0.764,11,Tue,Introductory,2019,0,3,1,1,0,0,0,1
Spring,FEMALE,20,3.944,199,0.019,12,Tue,Intermediate,2018,0,2,0,0,0,0,0,1
Spring,FEMALE,18,3.312,148,-0.177,13,Tue,Intermediate,2018,0,3,0,0,0,0,0,1
Spring,FEMALE,12,3.333,151,-0.462,11,Tue,Intermediate,2017,0,27,0,0,0,0,0,1
Spring,FEMALE,13,2.846,105,-0.404,8,Tue,Introductory,2021,0,16,1,0,0,0,0,1
Spring,FEMALE,15,3.666,151,0.166,9,Tue,Introductory,2021,0,27,1,1,0,0,0,1
Spring,MALE,17,3.823,124,0.502,7,Tue,Introductory,2020,0,76,1,0,0,0,0,1
Spring,FEMALE,17,3.705,122,0.048,6,Tue,Introductory,2020,0,11,1,0,0,0,0,1
Spring,MALE,16,3.25,137,0.729,7,Tue,Introductory,2020,0,19,1,1,0,0,0,1
Spring,FEMALE,13,3.692,125,0.52,8,Tue,Introductory,2018,0,20,0,0,0,0,0,1
Spring,MALE,14,2.615,131,0.138,9,Tue,Introductory,2019,0,32,1,1,0,0,0,1
Spring,FEMALE,16,3.687,133,-0.073,10,Tue,Introductory,2020,0,24,1,0,0,0,0,1
Spring,MALE,16,3.076,63,0.112,11,Tue,Intermediate,2017,0,25,0,0,1,0,0,1
Spring,MALE,20,3.5,123,0.025,11,Tue,Advanced,2018,0,12,0,0,0,0,0,1
Spring,MALE,19,4,183,0.027,12,Tue,Intermediate,2018,0,12,0,0,0,0,0,1
Spring,MALE,13,3.615,138,-0.201,11,Tue,Introductory,2020,0,26,1,1,0,0,0,1
Spring,FEMALE,12,3.666,131,0.244,11,Tue,Advanced,2017,0,19,0,0,0,0,0,1
Spring,FEMALE,15,3.666,133,-0.046,11,Tue,Introductory,2018,0,19,0,1,0,0,0,1
Spring,MALE,15,2.4,125,-0.944,10,Tue,Introductory,2020,0,26,1,1,0,0,0,1
Spring,MALE,17,2.272,122,-0.681,11,Tue,Introductory,2020,0,25,1,1,0,0,0,1
Spring,FEMALE,12,3.666,131,0.244,8,Tue,Advanced,2017,0,19,0,0,0,0,0,1
Spring,FEMALE,15,2.416,133,-0.441,1,Wed,Introductory,2018,0,49,0,1,0,0,0,0
Spring,FEMALE,16,2.916,79,-0.008,2,Wed,Introductory,2018,0,47,0,1,0,0,0,0
Spring,FEMALE,17,4,150,0,3,Wed,Intermediate,2018,0,37,0,0,0,0,0,0
Spring,FEMALE,18,3.8,172,0.265,4,Wed,Introductory,2017,0,13,0,1,0,0,0,0
Spring,MALE,15,2.533,133,0.029,3,Wed,Introductory,2018,0,26,0,1,0,0,0,0
Spring,MALE,14,2.642,124,-0.659,4,Wed,Introductory,2018,0,16,0,1,0,0,0,0
Spring,FEMALE,17,2.857,27,0.149,5,Wed,Advanced,2017,1,45,0,0,0,0,0,0
Spring,FEMALE,14,3.357,123,-0.319,6,Wed,Advanced,2018,0,21,0,0,0,0,0,0
Spring,FEMALE,19,3.692,125,0.579,7,Wed,Intermediate,2020,0,8,1,0,0,0,0,0
Spring,FEMALE,13,2.846,105,-0.404,8,Wed,Introductory,2021,0,16,1,0,0,0,0,0
Spring,FEMALE,13,3.5,123,-0.166,9,Wed,Advanced,2018,0,2,0,0,0,0,0,0
Spring,MALE,15,3.25,53,0.208,10,Wed,Graduate,2020,0,11,1,1,0,0,0,0
Spring,FEMALE,15,2.416,133,-0.441,11,Wed,Introductory,2018,0,49,0,1,0,0,0,0
Spring,FEMALE,16,2.687,162,-0.738,12,Wed,Introductory,2018,0,23,0,1,0,0,0,0
Spring,FEMALE,17,3.785,126,0.178,7,Wed,Introductory,2018,0,3,0,0,0,0,1,0
Spring,MALE,12,4,27,0,8,Wed,Introductory,2017,1,34,0,1,0,0,1,0
Spring,FEMALE,16,3.25,123,-0.301,6,Wed,Intermediate,2020,0,32,1,0,0,0,1,0
Spring,FEMALE,14,2.571,95,0.622,6,Wed,Introductory,2020,0,7,1,1,0,0,1,0
Spring,FEMALE,18,3.133,125,-0.867,5,Wed,Intermediate,2021,0,47,1,0,0,0,1,0
Spring,MALE,17,3.529,124,-0.034,6,Wed,Introductory,2020,0,24,1,1,0,0,1,0
Spring,MALE,17,3.117,132,0.204,7,Wed,Introductory,2020,0,42,1,1,0,0,1,0
Spring,FEMALE,16,3.375,143,-0.197,8,Wed,Introductory,2021,0,41,1,1,0,0,1,0
Spring,FEMALE,14,3,138,0.412,9,Wed,Introductory,2020,0,20,1,1,0,0,1,0
Spring,MALE,14,2.642,104,-0.13,9,Wed,Introductory,2021,0,19,1,1,0,0,1,0
Spring,FEMALE,12,2.222,125,-0.431,10,Wed,Introductory,2020,0,34,1,1,0,0,1,0
Spring,FEMALE,14,2.571,134,-0.42,10,Wed,Introductory,2021,0,1,1,1,0,0,1,0
Spring,FEMALE,14,3,157,-0.082,8,Wed,Introductory,2018,0,20,0,1,0,0,1,0
Spring,FEMALE,15,3.666,125,-0.015,9,Wed,Introductory,2020,0,15,1,1,0,0,1,0
Spring,MALE,15,3,120,-0.38,10,Wed,Introductory,2020,0,23,1,1,0,0,1,0
Spring,FEMALE,15,2.6,141,-0.574,10,Wed,Intermediate,2021,0,9,1,0,0,0,1,0
Spring,MALE,17,3.076,128,-0.147,11,Wed,Intermediate,2020,0,21,1,0,0,0,1,0
Spring,FEMALE,15,2.933,132,-0.418,12,Wed,Intermediate,2020,0,7,1,0,0,0,1,0
Spring,FEMALE,16,4,142,0.312,13,Wed,Introductory,2019,0,35,1,1,0,0,1,0
Spring,FEMALE,17,2.857,27,0.149,13,Wed,Introductory,2017,1,45,0,1,0,0,1,0
Spring,FEMALE,17,2.529,133,-0.35,14,Wed,Introductory,2018,0,42,0,1,0,0,1,0
Spring,FEMALE,17,3.8,131,0.481,15,Wed,Intermediate,2018,0,5,0,0,0,0,1,0
Spring,FEMALE,18,3.133,125,-0.867,14,Wed,Introductory,2021,0,47,1,1,0,0,1,0
Spring,FEMALE,12,2.25,40,0,15,Wed,Intermediate,2017,1,5,0,0,0,0,1,0
Spring,FEMALE,12,3.25,159.7,0.065,16,Wed,Advanced,2017,0,7,0,0,0,0,1,0
Spring,FEMALE,14,2.928,137,-0.38,17,Wed,Intermediate,2019,0,4,1,0,0,0,1,0
Spring,FEMALE,16,2.875,123,-0.381,18,Wed,Advanced,2018,0,6,0,0,0,0,1,0
Spring,MALE,12,2.166,93,-0.298,19,Wed,Introductory,2020,0,14,1,1,0,0,1,0
Spring,MALE,19,3.631,144,0.223,19,Wed,Introductory,2020,0,46,1,1,0,0,1,0
Spring,MALE,15,3.083,123,-0.52,19,Wed,Intermediate,2020,0,4,1,0,0,0,1,0
Spring,MALE,12,1.833,129,-0.889,19,Wed,Introductory,2018,0,33,0,1,0,0,1,0
Spring,MALE,17,3.529,124,-0.034,18,Wed,Introductory,2020,0,24,1,1,0,0,1,0
Spring,FEMALE,13,2.5,167.5,-0.5,19,Wed,Intermediate,2020,0,10,1,0,0,0,1,0
Spring,MALE,14,1.928,122,-1.092,20,Wed,Introductory,2019,0,68,1,0,0,0,1,0
Spring,MALE,15,3.4,25,0.144,20,Wed,Introductory,2017,1,19,0,1,0,0,1,0
Spring,MALE,14,2.545,135,-0.208,18,Wed,Introductory,2018,0,30,0,1,0,0,1,0
Spring,FEMALE,13,3.692,125,0.52,19,Wed,Introductory,2018,0,20,0,0,0,0,1,0
Spring,FEMALE,20,3.588,148,0.117,20,Wed,Intermediate,2021,0,39,1,0,0,0,1,0
Spring,MALE,17,3,148,0.188,21,Wed,Introductory,2018,0,47,0,1,0,0,1,0
Spring,MALE,14,2.214,169.02,-0.695,21,Wed,Introductory,2018,0,34,0,1,0,0,1,0
Spring,FEMALE,15,3.666,151,0.166,19,Wed,Introductory,2021,0,27,1,1,0,0,1,0
Spring,FEMALE,15,3.266,126,-0.461,20,Wed,Advanced,2018,0,16,0,0,0,0,1,0
Spring,MALE,15,3.8,126,0.14,19,Wed,Introductory,2020,0,36,1,1,0,0,1,0
Spring,FEMALE,17,2.411,9,-1.255,20,Wed,Introductory,2019,0,11,1,0,0,0,1,0
Spring,FEMALE,15,2.6,150,-0.42,21,Wed,Introductory,2018,0,12,0,0,0,0,1,0
Spring,MALE,12,2.5,118,0.061,17,Wed,Introductory,2021,0,16,1,1,0,0,1,0
Spring,FEMALE,16,3.625,133,0.252,14,Wed,Intermediate,2020,0,49,1,0,0,0,1,0
Spring,FEMALE,16,3.25,66,-0.25,14,Wed,Intermediate,2017,1,14,0,0,0,0,1,0
Spring,FEMALE,12,3.333,165,0.242,15,Wed,Advanced,2019,0,5,1,0,0,0,1,0
Spring,FEMALE,24,3.4,153,-0.031,16,Wed,Intermediate,2020,0,83,1,0,0,0,1,0
Spring,FEMALE,12,2.5,89,-0.817,16,Wed,Introductory,2017,0,47,0,1,0,0,0,1
Spring,FEMALE,16,2.615,125,-0.393,17,Wed,Intermediate,2020,0,44,1,0,0,0,0,1
Spring,MALE,14,3.071,129,-0.1,18,Wed,Introductory,2018,0,4,0,0,0,0,0,1
Spring,FEMALE,21,3.722,66,0.179,18,Wed,Introductory,2018,1,4,0,1,0,0,0,1
Spring,MALE,16,3.625,122,0.525,19,Wed,Intermediate,2020,0,3,1,0,0,0,0,1
Spring,MALE,15,2.4,125,-0.944,10,Wed,Introductory,2020,0,26,1,1,0,0,0,1
Spring,MALE,16,3,131,-0.25,10,Wed,Introductory,2019,0,3,1,1,0,0,0,1
Spring,FEMALE,19,3.105,122,-0.253,9,Wed,Introductory,2018,0,30,0,1,0,0,0,1
Spring,MALE,13,3.615,138,-0.201,10,Wed,Introductory,2020,0,26,1,1,0,0,0,1
Spring,MALE,16,1.75,125,-0.394,11,Wed,Advanced,2018,0,14,0,0,0,0,0,1
Spring,FEMALE,16,2.687,127,-0.217,12,Wed,Introductory,2021,0,18,1,0,0,0,0,1
Spring,MALE,14,3,44,0.41,12,Wed,Introductory,2017,1,35,0,1,0,0,0,1
Spring,FEMALE,16,3.6,165,-0.201,12,Wed,Advanced,2018,0,1,0,0,0,0,0,1
Spring,MALE,17,3.117,132,0.204,13,Wed,Introductory,2020,0,42,1,1,0,0,0,1
Spring,MALE,15,2.25,129,-0.789,13,Wed,Intermediate,2020,0,51,1,0,0,0,0,1
Spring,MALE,14,1.928,122,-1.092,14,Wed,Introductory,2019,0,68,1,0,0,0,0,1
Spring,FEMALE,18,2.888,151,-0.338,15,Wed,Introductory,2020,0,14,1,1,0,0,0,1
Spring,MALE,14,2.214,169.02,-0.695,5,Wed,Introductory,2018,0,34,0,1,0,0,0,1
Spring,FEMALE,14,3.571,128,0.306,6,Wed,Introductory,2019,0,16,1,1,0,0,0,1
Spring,FEMALE,15,3.8,123,-0.066,7,Wed,Introductory,2018,0,52,0,1,0,0,0,1
Spring,MALE,9,3,98,0.375,7,Wed,Introductory,2018,0,17,1,1,0,0,0,1
Spring,MALE,9,3,126,-0.454,7,Wed,Introductory,2021,0,35,1,1,0,0,0,1
Spring,MALE,18,4,143,0.278,5,Wed,Introductory,2018,0,65,0,1,0,0,0,1
Spring,MALE,17,2.272,122,-0.681,6,Wed,Introductory,2020,0,25,1,1,0,0,0,1
Spring,FEMALE,25,3.833,160,0.037,7,Wed,Intermediate,2018,0,2,0,1,0,0,0,1
Spring,MALE,17,1.285,20,-1.143,8,Wed,Introductory,2017,1,12,0,1,0,0,0,1
Spring,MALE,12,3,122,-0.271,8,Wed,Introductory,2020,0,18,1,1,0,0,0,1
Spring,FEMALE,15,3.583,130,-0.144,9,Wed,Introductory,2021,0,5,1,1,0,0,0,1
Spring,FEMALE,12,2.222,125,-0.431,10,Wed,Introductory,2020,0,34,1,1,0,0,0,1
Spring,FEMALE,15,3.666,151,0.166,9,Wed,Introductory,2021,0,27,1,1,0,0,0,1
Spring,MALE,17,3.117,132,0.204,9,Wed,Introductory,2020,0,42,1,1,0,0,0,1
Spring,MALE,15,3.8,128,0.246,10,Wed,Introductory,2020,0,12,1,1,0,0,0,1
Spring,MALE,12,2,128,-0.466,9,Wed,Intermediate,2020,0,10,1,0,1,0,0,1
Spring,FEMALE,15,2.416,133,-0.441,1,Thu,Introductory,2018,0,49,0,1,0,0,0,0
Spring,MALE,15,2.533,133,0.029,2,Thu,Introductory,2018,0,26,0,1,0,0,0,0
Spring,MALE,18,2.285,134,-0.371,3,Thu,Introductory,2018,0,11,0,1,0,0,0,0
Spring,MALE,9,3,126,-0.454,4,Thu,Introductory,2021,0,35,1,1,0,0,0,0
Spring,MALE,16,2.625,125,-0.277,5,Thu,Intermediate,2019,1,4,1,0,1,0,0,0
Spring,FEMALE,14,3,138,0.412,6,Thu,Introductory,2020,0,20,1,1,0,0,0,0
Spring,MALE,14,1.928,122,-1.092,7,Thu,Intermediate,2019,0,68,1,0,0,0,0,0
Spring,MALE,12,1.833,129,-0.889,7,Thu,Introductory,2018,0,33,0,1,0,0,0,0
Spring,FEMALE,19,3.105,122,-0.253,8,Thu,Introductory,2018,0,30,0,1,0,0,0,0
Spring,MALE,12,2.75,141,0.149,7,Thu,Introductory,2018,0,22,0,1,0,0,0,0
Spring,FEMALE,18,3,122,-0.156,7,Thu,Intermediate,2018,0,6,0,0,0,0,0,0
Spring,MALE,15,2.6,122,-0.291,8,Thu,Intermediate,2018,0,1,0,0,1,0,0,0
Spring,MALE,15,2.6,122,-0.351,9,Thu,Intermediate,2018,0,1,0,0,1,0,0,0
Spring,MALE,16,3.8,139,0.207,10,Thu,Introductory,2020,0,36,1,1,0,0,0,0
Spring,MALE,10,2.333,139,-0.591,11,Thu,Advanced,2018,0,33,0,0,0,0,0,0
Spring,MALE,19,3.631,144,0.223,9,Thu,Graduate,2020,0,46,1,1,0,0,0,0
Spring,FEMALE,21,3.722,66,0.179,10,Thu,Introductory,2018,1,4,0,1,0,0,0,0
Spring,MALE,18,4,143,0.278,10,Thu,Introductory,2018,0,65,0,1,0,0,0,0
Spring,FEMALE,15,3.8,123,-0.066,8,Thu,Introductory,2018,0,52,0,1,0,0,0,0
Spring,FEMALE,15,2.25,136,-0.805,8,Thu,Intermediate,2018,0,7,0,0,0,0,0,0
Spring,FEMALE,13,2.3,22,0.028,9,Thu,Intermediate,2017,1,1,0,0,0,0,0,0
Spring,FEMALE,14,3,117,-0.281,8,Thu,Introductory,2018,0,36,0,1,0,0,1,0
Spring,MALE,10,3.4,145,0.857,9,Thu,Intermediate,2018,0,8,0,0,1,0,1,0
Spring,MALE,14,3.272,149,0.052,7,Thu,Introductory,2019,0,1,1,1,0,0,1,0
Spring,FEMALE,15,3.333,134,-0.455,7,Thu,Introductory,2020,0,6,1,1,0,0,1,0
Spring,FEMALE,22,1.857,125,-0.749,7,Thu,Introductory,2021,0,24,1,0,0,0,1,0
Spring,FEMALE,17,2.857,27,0.149,8,Thu,Introductory,2017,1,45,0,0,0,0,1,0
Spring,FEMALE,14,3,117,-0.281,8,Thu,Introductory,2018,0,36,0,1,0,0,1,0
Spring,MALE,14,2.214,169.02,-0.695,7,Thu,Introductory,2018,0,34,0,1,0,0,1,0
Spring,MALE,19,4,132,0.094,6,Thu,Introductory,2020,0,2,1,1,0,0,1,0
Spring,MALE,17,3.058,153.99,0.221,7,Thu,Introductory,2019,0,24,1,1,0,0,1,0
Spring,MALE,12,4,27,0,6,Thu,Introductory,2017,1,34,0,1,0,0,1,0
Spring,FEMALE,15,3.8,28,0.632,7,Thu,Intermediate,2018,0,1,0,1,0,0,1,0
Spring,FEMALE,17,3.294,150,-0.706,7,Thu,Introductory,2021,0,3,1,0,0,0,1,0
Spring,MALE,13,3.461,51,0.435,8,Thu,Advanced,2018,0,12,0,0,0,0,1,0
Spring,FEMALE,20,4,131,0.569,9,Thu,Introductory,2020,0,3,1,1,0,0,1,0
Spring,FEMALE,16,3.687,133,-0.073,10,Thu,Introductory,2020,0,24,1,0,0,0,1,0
Spring,MALE,14,2.666,146,0.126,11,Thu,Introductory,2020,0,8,1,1,0,0,1,0
Spring,FEMALE,16,4,142,0.312,12,Thu,Introductory,2019,0,35,1,1,0,0,1,0
Spring,MALE,9,4,134,0.825,13,Thu,Introductory,2020,0,30,1,1,0,0,1,0
Spring,FEMALE,15,3.466,123,0.281,13,Thu,Introductory,2020,0,3,1,1,0,0,1,0
Spring,MALE,18,3.222,132,0.102,14,Thu,Introductory,2018,0,6,0,1,0,0,1,0
Spring,FEMALE,18,2.933,144,-0.24,15,Thu,Intermediate,2018,0,15,0,0,0,0,1,0
Spring,MALE,18,3.5,132,3.5,16,Thu,Introductory,2020,0,7,1,0,0,0,1,0
Spring,MALE,16,3.437,122,0.028,15,Thu,Intermediate,2019,0,21,1,0,1,0,1,0
Spring,MALE,12,2,128,-0.466,15,Thu,Intermediate,2020,0,10,1,0,1,0,1,0
Spring,FEMALE,18,4,160,0.099,16,Thu,Introductory,2020,0,14,1,0,0,0,1,0
Spring,MALE,17,3.823,124,0.502,17,Thu,Introductory,2020,0,76,1,1,0,0,1,0
Spring,FEMALE,16,2.937,155,-0.012,18,Thu,Introductory,2020,0,60,1,0,0,0,1,0
Spring,FEMALE,16,2.687,162,-0.738,18,Thu,Introductory,2018,0,23,0,1,0,0,1,0
Spring,FEMALE,12,3,122,0.546,19,Thu,Introductory,2019,0,10,1,0,0,0,1,0
Spring,MALE,17,3.062,30,-0.049,16,Thu,Introductory,2017,1,6,0,1,0,0,1,0
Spring,MALE,14,2.545,135,-0.208,17,Thu,Introductory,2018,0,30,0,1,0,0,1,0
Spring,MALE,12,2.666,163,-0.094,17,Thu,Introductory,2017,0,53,1,1,0,0,1,0
Spring,MALE,18,2.5,148,-0.5,12,Thu,Intermediate,2018,0,4,0,0,1,0,1,0
Spring,FEMALE,18,3.133,125,-0.867,13,Thu,Intermediate,2021,0,47,1,0,0,0,1,0
Spring,FEMALE,13,2.384,119,-0.547,14,Thu,Intermediate,2021,0,1,1,0,0,0,1,0
Spring,MALE,19,4,132,0.094,12,Thu,Introductory,2020,0,2,1,1,0,0,1,0
Spring,FEMALE,15,3.214,154,-0.192,13,Thu,Intermediate,2018,0,16,0,0,0,0,1,0
Spring,FEMALE,15,3.2,125,-0.141,14,Thu,Intermediate,2018,0,33,0,0,0,0,1,0
Spring,MALE,14,2.785,108,0.108,15,Thu,Advanced,2021,0,30,1,0,0,0,1,0
Spring,FEMALE,14,2.272,99,0.109,16,Thu,Introductory,2019,0,9,1,1,0,0,1,0
Spring,MALE,17,3.076,128,-0.147,17,Thu,Intermediate,2020,0,21,1,0,0,0,1,0
Spring,FEMALE,15,2,152,-0.752,18,Thu,Introductory,2018,0,3,0,0,0,0,1,0
Spring,FEMALE,17,2.857,27,0.149,19,Thu,Introductory,2017,1,45,0,0,0,0,1,0
Spring,MALE,16,3.812,139,0.062,18,Thu,Intermediate,2021,0,1,1,0,0,0,1,0
Spring,FEMALE,16,1.733,129,-0.892,18,Thu,Advanced,2019,0,8,1,0,0,0,0,1
Spring,MALE,14,3,44,0.41,19,Thu,Introductory,2017,1,35,0,1,0,0,0,1
Spring,FEMALE,13,2.8,123,-0.752,19,Thu,Intermediate,2019,0,39,1,0,1,0,0,1
Spring,FEMALE,14,3.785,155,-0.032,20,Thu,Intermediate,2020,0,11,1,0,0,0,0,1
Spring,MALE,16,3.25,137,0.729,18,Thu,Introductory,2020,0,19,1,1,0,0,0,1
Spring,FEMALE,14,3.571,128,0.306,11,Thu,Introductory,2019,0,16,1,1,0,0,0,1
Spring,FEMALE,16,2.937,155,-0.012,11,Thu,Introductory,2020,0,60,1,1,0,0,0,1
Spring,FEMALE,19,3.105,122,-0.253,11,Thu,Introductory,2018,0,30,0,1,0,0,0,1
Spring,MALE,17,3.117,132,0.204,11,Thu,Introductory,2020,0,42,1,1,0,0,0,1
Spring,MALE,15,3,128,-0.094,9,Thu,Advanced,2017,0,12,0,0,0,0,0,1
Spring,FEMALE,12,2.5,89,-0.817,8,Thu,Introductory,2017,0,47,0,1,0,0,0,1
Spring,FEMALE,16,4,122,0,8,Thu,Introductory,2021,0,20,1,1,0,0,0,1
Spring,FEMALE,17,4,135,0.035,9,Thu,Advanced,2018,0,13,0,0,0,0,0,1
Spring,MALE,12,4,27,0,10,Thu,Introductory,2017,1,34,0,1,0,0,0,1
Spring,FEMALE,21,3.666,178,-0.003,10,Thu,Intermediate,2020,0,2,1,0,0,0,0,1
Spring,MALE,16,2,91,-0.016,9,Thu,Introductory,2020,0,10,1,1,0,0,0,1
Spring,FEMALE,15,3.583,130,-0.144,8,Thu,Introductory,2021,0,5,1,1,0,0,0,1
Spring,FEMALE,12,2.222,125,-0.431,9,Thu,Introductory,2020,0,34,1,1,0,0,0,1
Spring,FEMALE,16,4,122,0,9,Thu,Introductory,2021,0,20,1,1,0,0,0,1
Spring,FEMALE,15,3.666,151,0.166,10,Thu,Introductory,2021,0,27,1,1,0,0,0,1
Spring,FEMALE,16,3.187,124,-0.575,11,Thu,Introductory,2019,0,20,1,1,0,0,0,1
Spring,MALE,17,1.285,20,-1.143,8,Thu,Introductory,2017,1,12,0,1,0,0,0,1
Spring,FEMALE,16,2.916,79,-0.008,8,Thu,Introductory,2018,0,47,0,1,0,0,0,1
Spring,MALE,15,3.8,128,0.246,8,Thu,Introductory,2020,0,12,1,1,0,0,0,1
Spring,FEMALE,16,3.769,122,0.087,8,Thu,Introductory,2019,0,14,1,1,0,0,0,1
Spring,MALE,13,4,145,0.616,1,Fri,Introductory,2020,0,20,1,1,0,0,0,0
Spring,MALE,16,2.625,125,-0.277,1,Fri,Intermediate,2019,1,4,1,0,1,0,0,0
Spring,MALE,9,3,126,-0.454,2,Fri,Introductory,2021,0,35,1,1,0,0,0,0
Spring,FEMALE,16,3.769,122,0.087,3,Fri,Introductory,2019,0,14,1,1,0,0,0,0
Spring,FEMALE,14,3,138,0.412,3,Fri,Introductory,2020,0,20,1,1,0,0,0,0
Spring,MALE,15,2.428,111,-0.25,4,Fri,Introductory,2021,0,35,1,0,0,0,0,0
Spring,MALE,12,4,27,0,4,Fri,Introductory,2017,1,34,0,1,0,0,0,0
Spring,MALE,15,3.666,123,0.096,5,Fri,Introductory,2020,0,60,1,0,0,0,0,0
Spring,MALE,15,2.8,132,0.142,4,Fri,Advanced,2017,0,31,0,0,0,0,0,0
Spring,FEMALE,13,3.75,142,1.35,5,Fri,Introductory,2018,0,59,0,1,0,0,0,0
Spring,FEMALE,19,3.812,145,0.1,6,Fri,Intermediate,2020,0,2,1,0,1,0,0,0
Spring,MALE,14,2.642,104,-0.13,7,Fri,Introductory,2021,0,19,1,1,0,0,0,0
Spring,FEMALE,24,3.055,163,-0.242,7,Fri,Introductory,2020,0,22,1,1,0,0,0,0
Spring,MALE,12,1.833,129,-0.889,4,Fri,Introductory,2018,0,33,0,1,0,0,1,0
Spring,MALE,16,3.437,122,0.028,5,Fri,Intermediate,2019,0,21,1,0,1,0,1,0
Spring,FEMALE,6,2.5,105,-0.765,4,Fri,Intermediate,2017,0,5,0,0,1,0,1,0
Spring,FEMALE,17,2.529,133,-0.35,5,Fri,Introductory,2018,0,42,0,1,0,0,1,0
Spring,FEMALE,20,3.588,148,0.117,5,Fri,Introductory,2021,0,39,1,0,0,0,1,0
Spring,MALE,12,2.333,28,0.278,5,Fri,Graduate,2018,1,22,0,1,0,0,1,0
Spring,MALE,17,3.062,30,-0.049,4,Fri,Introductory,2017,1,6,0,1,0,0,1,0
Spring,MALE,13,3.769,128,0.181,4,Fri,Intermediate,2020,0,64,1,0,0,0,1,0
Spring,MALE,14,3.2,131,0.245,4,Fri,Advanced,2018,0,48,0,1,0,0,1,0
Spring,MALE,13,3.769,128,0.181,2,Fri,Intermediate,2020,0,64,1,0,1,0,1,0
Spring,FEMALE,17,2.529,133,-0.35,1,Sun,Introductory,2018,0,42,0,1,0,0,0,1
Spring,FEMALE,19,3.769,125,-0.006,2,Sun,Intermediate,2018,0,40,0,0,0,0,0,1
Spring,MALE,16,3.812,179,0.64,3,Sun,Introductory,2018,0,4,0,0,0,0,0,1
