Semester,Semester_Week,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Total_Visits
Fall 2016,4,46,MALE,19,3.631,144,3.408,0.223,Wed,11,Advanced,2020,0,1,46
Fall 2016,4,112,FEMALE,12,2.5,89,3.317,-0.817,Wed,12,Introductory,2017,0,1,49
Fall 2016,4,68,MALE,13,2.076,133,3.039,-0.963,Wed,12,Introductory,2020,0,1,68
Fall 2016,4,34,MALE,16,2,45,2.21,-0.21,Wed,12,Advanced,2018,1,1,6
Fall 2016,4,111,MALE,18,3.833,138,3.174,0.659,Wed,12,Introductory,2018,0,1,16
Fall 2016,4,58,MALE,16,2.875,122,3.012,-0.137,Wed,12,Introductory,2018,0,1,4
Fall 2016,4,65,FEMALE,15,3.6,129,3.45,0.15,Wed,12,Introductory,2018,0,1,20
Fall 2016,4,36,FEMALE,13,2.769,122,3.19,-0.421,Wed,13,Advanced,2019,0,1,8
Fall 2016,4,156,FEMALE,13,3.25,150,3.608,-0.358,Wed,13,Advanced,2020,0,1,3
Fall 2016,4,256,FEMALE,18,3.823,155,3.754,0.069,Wed,13,Introductory,2020,0,1,15
Fall 2016,4,50,FEMALE,12,3.166,125,2.947,0.219,Wed,13,Introductory,2018,0,1,18
Fall 2016,4,96,MALE,15,4,122,3.89,0.11,Wed,13,Introductory,2020,0,1,4
Fall 2016,4,36,MALE,14,4,162,3.942,0.058,Wed,13,Introductory,2018,0,1,10
Fall 2016,4,117,FEMALE,15,4,126,3.964,0.036,Wed,13,Intermediate,2018,0,1,7
Fall 2016,4,113,FEMALE,16,3.562,135,3.191,0.371,Wed,13,Intermediate,2018,0,1,9
Fall 2016,4,64,MALE,13,3.769,128,3.588,0.181,Wed,13,Introductory,2020,0,1,64
Fall 2016,4,85,FEMALE,16,3.25,127,3.241,0.009,Wed,14,Advanced,2017,0,1,8
Fall 2016,4,103,MALE,3,4,137,3.137,0.863,Wed,14,Introductory,2017,0,1,9
Fall 2016,4,60,FEMALE,13,2.538,139,2.48,0.058,Wed,14,Intermediate,2018,0,1,13
Fall 2016,4,113,FEMALE,16,3.307,130,2.664,0.643,Wed,14,Intermediate,2020,0,2,11
Fall 2016,4,130,MALE,16,3.692,122,3.33,0.362,Wed,14,Introductory,2020,0,2,19
Fall 2016,4,66,FEMALE,15,1.8,72,1.587,0.213,Wed,14,Intermediate,2017,0,2,1
Fall 2016,4,58,MALE,17,2.882,126,2.85,0.032,Wed,14,Introductory,2020,0,2,23
Fall 2016,4,168,FEMALE,9,2.666,25,2.772,-0.106,Wed,14,Intermediate,2017,1,1,7
Fall 2016,4,99,FEMALE,10,2.666,15,3.8,-1.134,Wed,14,Intermediate,2021,0,1,5
Fall 2016,4,91,MALE,15,4,131,3.779,0.221,Wed,14,Introductory,2020,0,1,1
Fall 2016,4,109,FEMALE,14,3.571,125,3.043,0.528,Wed,14,Intermediate,2018,0,3,8
Fall 2016,4,109,FEMALE,15,4,163,3.858,0.142,Wed,14,Introductory,2018,0,3,16
Fall 2016,4,26,MALE,16,2.142,119,2.318,-0.176,Wed,14,Introductory,2018,0,3,1
Fall 2016,4,47,MALE,12,3.25,146,2.836,0.414,Wed,14,Advanced,2017,0,1,8
Fall 2016,4,79,FEMALE,12,2.5,24,2.625,-0.125,Wed,15,Intermediate,2017,1,1,11
Fall 2016,4,82,MALE,14,0,8,1.437,-1.437,Wed,15,Introductory,2017,1,1,26
Fall 2016,4,182,MALE,16,2.875,0,3.317,-0.442,Wed,15,Introductory,2018,0,2,49
Fall 2016,4,183,MALE,16,2.687,138,3.022,-0.335,Wed,15,Introductory,2018,0,2,62
Fall 2016,4,41,MALE,17,3,148,2.812,0.188,Wed,15,Introductory,2018,0,2,47
Fall 2016,4,139,MALE,15,2.8,125,3.112,-0.312,Wed,15,Introductory,2020,0,2,2
Fall 2016,4,69,MALE,19,3.625,126,3.494,0.131,Wed,15,Introductory,2018,0,1,42
Fall 2016,4,42,MALE,15,2.8,132,2.658,0.142,Wed,15,Intermediate,2017,0,1,31
Fall 2016,4,38,FEMALE,13,3.307,126,3.046,0.261,Wed,15,Intermediate,2018,0,1,3
Fall 2016,4,38,FEMALE,12,3.333,126,3.121,0.212,Wed,15,Intermediate,2018,0,2,2
Fall 2016,4,37,FEMALE,9,3.333,139,3.541,-0.208,Wed,15,Intermediate,2018,0,2,2
Fall 2016,4,164,FEMALE,13,2.6,132,2.6,0,Wed,15,Introductory,2018,0,2,2
Fall 2016,4,112,FEMALE,16,3.625,133,3.373,0.252,Wed,15,Introductory,2020,0,2,49
Fall 2016,4,27,FEMALE,16,3.25,41,3.763,-0.513,Wed,15,Intermediate,2021,0,1,8
Fall 2016,4,83,FEMALE,19,3.071,142,3.296,-0.225,Wed,15,Introductory,2020,0,1,2
Fall 2016,4,255,MALE,12,3,69,2.68,0.32,Wed,15,Introductory,2019,0,1,8
Fall 2016,4,76,FEMALE,22,1.857,125,2.606,-0.749,Wed,15,Introductory,2021,0,1,25
Fall 2016,4,68,MALE,15,3.666,123,3.57,0.096,Wed,15,Introductory,2020,0,1,60
Fall 2016,4,14,FEMALE,24,3.285,140,0,3.285,Wed,15,Introductory,2021,0,1,3
Fall 2016,4,81,MALE,14,2.785,108,2.677,0.108,Wed,16,Intermediate,2021,0,1,31
Fall 2016,4,37,FEMALE,19,3.769,125,3.775,-0.006,Wed,16,Introductory,2018,0,1,41
Fall 2016,4,80,MALE,15,2.6,140,2.895,-0.295,Wed,16,Intermediate,2018,0,1,10
Fall 2016,4,32,FEMALE,18,3.588,110,2.859,0.729,Wed,16,Intermediate,2019,0,1,1
Fall 2016,4,69,FEMALE,16,2.615,125,3.008,-0.393,Wed,16,Intermediate,2020,0,1,44
Fall 2016,4,97,MALE,16,3.437,123,3.333,0.104,Wed,16,Introductory,2020,0,1,14
Fall 2016,4,83,MALE,16,3.076,123,3.117,-0.041,Wed,16,Introductory,2020,0,2,33
Fall 2016,4,83,MALE,16,3.25,122,2.844,0.406,Wed,16,Introductory,2020,0,2,24
Fall 2016,4,95,MALE,16,3.769,107,3.619,0.15,Wed,16,Introductory,2021,0,1,45
Fall 2016,4,63,FEMALE,22,1.857,125,2.606,-0.749,Wed,16,Advanced,2021,0,1,25
Fall 2016,4,61,FEMALE,12,3.333,151,3.795,-0.462,Wed,16,Intermediate,2017,0,1,27
Fall 2016,4,85,MALE,20,2.5,126,2.145,0.355,Wed,16,Introductory,2019,0,1,4
Fall 2016,4,114,MALE,13,3.1,163,2.109,0.991,Wed,17,Introductory,2017,0,1,14
Fall 2016,4,14,MALE,18,4,151,4,0,Wed,17,Intermediate,2018,0,1,9
Fall 2016,4,80,MALE,12,2.75,130,3.075,-0.325,Wed,17,Introductory,2020,0,1,6
Fall 2016,4,9,FEMALE,14,2.545,125,2.863,-0.318,Wed,17,Introductory,2018,0,1,27
Fall 2016,4,54,FEMALE,12,3.5,69,3.2,0.3,Wed,17,Introductory,2018,1,1,2
Fall 2016,4,72,FEMALE,16,4,122,4,0,Wed,17,Advanced,2018,0,4,13
Fall 2016,4,64,MALE,19,3.625,126,3.494,0.131,Wed,17,Introductory,2018,0,4,42
Fall 2016,4,68,FEMALE,15,3.266,126,3.727,-0.461,Wed,17,Advanced,2018,0,4,16
Fall 2016,4,68,FEMALE,17,3.176,137,3.53,-0.354,Wed,17,Advanced,2018,0,4,14
Fall 2016,4,22,FEMALE,22,1.857,125,2.606,-0.749,Wed,17,Advanced,2021,0,1,25
Fall 2016,4,31,MALE,13,2.846,125,2.913,-0.067,Wed,17,Intermediate,2019,0,1,6
Fall 2016,4,137,MALE,12,2.75,122,3.4,-0.65,Wed,17,Introductory,2020,0,1,1
Fall 2016,4,77,FEMALE,15,3.533,130,3.734,-0.201,Wed,17,Advanced,2018,0,1,25
Fall 2016,4,37,FEMALE,15,2.466,123,2.884,-0.418,Wed,17,Introductory,2020,0,1,14
Fall 2016,4,21,MALE,14,3.2,131,2.955,0.245,Wed,18,Intermediate,2018,0,2,49
Fall 2016,4,56,MALE,15,2.25,129,3.039,-0.789,Wed,18,Introductory,2020,0,2,51
Fall 2016,4,20,MALE,10,3.25,145,3.074,0.176,Wed,18,Intermediate,2017,0,1,2
Fall 2016,4,25,FEMALE,18,3.666,29,4,-0.334,Wed,18,Introductory,2021,0,2,3
Fall 2016,4,20,MALE,14,2.8,127,2.805,-0.005,Wed,18,Introductory,2020,0,2,2
Fall 2016,4,58,FEMALE,20,3.647,174,3.859,-0.212,Wed,18,Advanced,2018,0,1,9
Fall 2016,4,141,MALE,16,3.25,132,3.74,-0.49,Wed,18,Intermediate,2018,0,2,7
Fall 2016,4,66,FEMALE,19,2.842,125,2.938,-0.096,Wed,18,Introductory,2020,0,2,2
Fall 2016,4,61,MALE,13,1.23,13,1.041,0.189,Wed,18,Introductory,2017,1,1,1
Fall 2016,4,80,FEMALE,15,3.6,137,3.043,0.557,Wed,18,Introductory,2020,0,1,2
Fall 2016,4,43,FEMALE,18,2.285,139,2.019,0.266,Wed,18,Introductory,2019,0,1,15
Fall 2016,4,194,FEMALE,18,3.333,144,3.648,-0.315,Wed,18,Intermediate,2017,0,1,1
Fall 2016,4,48,MALE,15,3,30,1.941,1.059,Wed,18,Introductory,2018,1,1,1
Fall 2016,4,100,FEMALE,15,2.583,133,2.972,-0.389,Wed,18,Intermediate,2019,0,1,21
Fall 2016,4,36,FEMALE,15,2.416,133,2.857,-0.441,Wed,18,Intermediate,2018,0,1,49
Fall 2016,4,67,FEMALE,20,3.058,146,3.44,-0.382,Wed,18,Introductory,2020,0,1,28
Fall 2016,4,71,FEMALE,16,3.25,66,3.5,-0.25,Wed,18,Intermediate,2017,1,1,14
Fall 2016,4,115,FEMALE,21,4,148,3.811,0.189,Wed,18,Introductory,2019,0,1,1
Fall 2016,4,13,MALE,12,2.5,23,2.611,-0.111,Wed,18,Introductory,2017,1,1,1
Fall 2016,4,23,MALE,16,3.812,9,4,-0.188,Wed,18,Intermediate,2021,0,1,5
Fall 2016,4,228,FEMALE,18,2.285,139,2.019,0.266,Wed,18,Advanced,2019,0,1,15
Fall 2016,4,59,MALE,19,2.111,111,2.64,-0.529,Wed,18,Introductory,2021,0,1,8
Fall 2016,4,50,FEMALE,13,2.8,123,3.552,-0.752,Wed,18,Intermediate,2019,0,1,41
Fall 2016,4,76,MALE,15,2.25,137,2.722,-0.472,Wed,19,Advanced,2018,0,1,29
Fall 2016,4,69,MALE,10,2.7,130,3.192,-0.492,Wed,19,Advanced,2018,0,1,20
Fall 2016,4,68,MALE,15,2.2,92,2.388,-0.188,Wed,19,Introductory,2017,0,1,1
Fall 2016,4,90,FEMALE,16,3.625,9,3.53,0.095,Wed,19,Intermediate,2018,0,1,3
Fall 2016,4,37,MALE,16,3.687,123,3.727,-0.04,Wed,19,Introductory,2021,0,1,14
Fall 2016,4,43,FEMALE,13,3.076,132.5,3.38,-0.304,Wed,19,Intermediate,2018,0,1,11
Fall 2016,4,31,FEMALE,13,2.538,139,2.48,0.058,Wed,19,Intermediate,2018,0,1,13
Fall 2016,4,67,FEMALE,19,4,122,3.848,0.152,Wed,20,Intermediate,2018,0,1,7
Fall 2016,4,64,FEMALE,18,3.823,155,3.754,0.069,Wed,20,Introductory,2020,0,1,15
Fall 2016,4,149,MALE,15,2.4,136,2.893,-0.493,Thu,8,Introductory,2019,0,1,22
Fall 2016,4,43,FEMALE,14,4,176,3.625,0.375,Thu,8,Introductory,2020,0,1,30
Fall 2016,4,176,MALE,16,2.714,132,2.681,0.033,Thu,8,Introductory,2019,0,1,45
Fall 2016,4,65,MALE,19,2.875,122,2.806,0.069,Thu,9,Intermediate,2019,0,1,15
Fall 2016,4,137,MALE,16,3.25,123,4,-0.75,Thu,9,Introductory,2021,0,2,8
Fall 2016,4,100,FEMALE,15,3.6,129,3.45,0.15,Thu,9,Introductory,2018,0,2,20
Fall 2016,4,63,MALE,17,4,31,4,0,Thu,9,Introductory,2017,1,1,41
Fall 2016,4,216,MALE,16,3.625,127,3.254,0.371,Thu,9,Intermediate,2018,0,1,1
Fall 2016,4,23,MALE,16,3.812,136,3.942,-0.13,Thu,9,Intermediate,2018,0,1,1
Fall 2016,4,121,MALE,15,2.25,129,3.039,-0.789,Thu,9,Introductory,2020,0,1,51
Fall 2016,4,62,MALE,13,2.846,15,2.65,0.196,Thu,10,Intermediate,2018,0,1,32
Fall 2016,4,63,MALE,15,2.6,140,2.895,-0.295,Thu,10,Intermediate,2018,0,2,10
Fall 2016,4,121,FEMALE,16,2.875,28,2.788,0.087,Thu,10,Introductory,2018,0,2,11
Fall 2016,4,82,FEMALE,15,3.666,133,3.712,-0.046,Thu,10,Introductory,2018,0,1,19
Fall 2016,4,109,MALE,14,2.428,134,2.8,-0.372,Thu,10,Introductory,2018,0,1,16
Fall 2016,4,74,MALE,12,2.25,136,2.72,-0.47,Thu,10,Introductory,2020,0,1,44
Fall 2016,4,76,MALE,19,3,173,2.913,0.087,Thu,10,Introductory,2020,0,1,12
Fall 2016,4,101,FEMALE,13,2.1,126,2.822,-0.722,Thu,10,Introductory,2019,0,1,9
Fall 2016,4,64,FEMALE,24,3.4,153,3.431,-0.031,Thu,10,Advanced,2020,0,1,83
Fall 2016,4,53,FEMALE,17,4,124,3.476,0.524,Thu,10,Introductory,2018,0,1,5
Fall 2016,4,65,FEMALE,13,3.461,123,3.203,0.258,Thu,10,Intermediate,2017,0,1,8
Fall 2016,4,88,MALE,7,2.5,163,3.159,-0.659,Thu,11,Advanced,2018,0,2,6
Fall 2016,4,22,MALE,12,3.25,126,3.409,-0.159,Thu,11,Advanced,2019,0,2,6
Fall 2016,4,87,FEMALE,16,2.812,164,2.939,-0.127,Thu,11,Advanced,2018,0,1,1
Fall 2016,4,83,MALE,17,3.647,123,3.287,0.36,Thu,11,Introductory,2019,0,1,14
Fall 2016,4,74,FEMALE,19,3.2,164,3.145,0.055,Thu,11,Advanced,2018,0,1,2
Fall 2016,4,93,MALE,16,3.625,125,3.467,0.158,Thu,11,Introductory,2018,0,3,25
Fall 2016,4,82,MALE,16,2.875,0,3.317,-0.442,Thu,11,Introductory,2018,0,3,49
Fall 2016,4,90,MALE,16,3.076,128,2.686,0.39,Thu,11,Introductory,2018,0,3,12
Fall 2016,4,64,MALE,16,3.769,125,4,-0.231,Thu,11,Introductory,2021,0,1,42
Fall 2016,4,88,FEMALE,12,2.5,89,3.317,-0.817,Thu,11,Introductory,2017,0,1,49
Fall 2016,4,89,MALE,13,2.076,133,3.039,-0.963,Thu,11,Intermediate,2020,0,1,68
Fall 2016,4,90,FEMALE,15,3.6,129,3.45,0.15,Thu,11,Introductory,2018,0,1,20
Fall 2016,4,44,FEMALE,19,4,128,3.512,0.488,Thu,11,Introductory,2020,0,1,4
Fall 2016,4,88,FEMALE,9,3.333,139,3.541,-0.208,Thu,12,Intermediate,2018,0,1,2
Fall 2016,4,44,MALE,9,2.666,150,2.073,0.593,Thu,12,Introductory,2019,0,1,3
Fall 2016,4,72,FEMALE,13,3.307,126,3.046,0.261,Thu,12,Intermediate,2018,0,1,3
Fall 2016,4,49,FEMALE,12,3.333,126,3.121,0.212,Thu,12,Intermediate,2018,0,1,2
Fall 2016,4,62,MALE,16,4,125,3.619,0.381,Thu,12,Intermediate,2019,0,1,15
Fall 2016,4,101,MALE,18,3.666,159,3.736,-0.07,Thu,12,Introductory,2019,0,1,71
Fall 2016,4,69,FEMALE,15,2.416,133,2.857,-0.441,Thu,12,Intermediate,2018,0,1,49
Fall 2016,4,64,MALE,17,3.823,124,3.321,0.502,Thu,12,Introductory,2020,0,1,77
Fall 2016,4,53,FEMALE,13,3.538,128,3.806,-0.268,Thu,12,Intermediate,2020,0,1,12
Fall 2016,4,68,FEMALE,15,4,27,3.888,0.112,Thu,12,Intermediate,2021,0,3,9
Fall 2016,4,73,FEMALE,17,3,130,3.336,-0.336,Thu,12,Introductory,2018,0,3,26
Fall 2016,4,62,FEMALE,16,2.937,155,2.949,-0.012,Thu,12,Other,2020,0,3,60
Fall 2016,4,67,FEMALE,24,3.4,153,3.431,-0.031,Thu,12,Introductory,2020,0,1,83
Fall 2016,4,31,MALE,13,2.846,125,2.913,-0.067,Thu,13,Intermediate,2019,0,1,6
Fall 2016,4,57,FEMALE,13,3.076,125,2.9,0.176,Thu,13,Intermediate,2018,0,1,2
Fall 2016,4,69,MALE,15,4,147,3.93,0.07,Thu,13,Introductory,2019,0,1,34
Fall 2016,4,21,MALE,17,4,142,4,0,Thu,13,Intermediate,2020,0,1,1
Fall 2016,4,133,FEMALE,15,3.2,125,3.341,-0.141,Thu,13,Introductory,2018,0,1,33
Fall 2016,4,45,MALE,13,2.5,74,2.393,0.107,Thu,13,Introductory,2017,0,1,12
Fall 2016,4,133,FEMALE,16,3.076,124,3.547,-0.471,Thu,13,Introductory,2018,0,2,23
Fall 2016,4,37,MALE,16,2.687,138,3.022,-0.335,Thu,13,Introductory,2018,0,2,62
Fall 2016,4,130,MALE,3,0,136,3.186,-3.186,Thu,13,Introductory,2018,0,1,35
Fall 2016,4,68,FEMALE,12,4,135,3.88,0.12,Thu,13,Advanced,2017,0,1,9
Fall 2016,4,323,FEMALE,15,3.8,148.27,3.76,0.04,Thu,13,Advanced,2018,0,1,8
Fall 2016,4,31,FEMALE,13,3.538,129,3.482,0.056,Thu,13,Advanced,2018,0,1,1
Fall 2016,4,110,FEMALE,13,3.75,142,2.4,1.35,Thu,13,Introductory,2018,0,1,59
Fall 2016,4,54,MALE,12,2.25,136,2.72,-0.47,Thu,13,Introductory,2020,0,1,44
Fall 2016,4,21,FEMALE,18,3.4,63,3.333,0.067,Thu,14,Introductory,2017,1,2,2
Fall 2016,4,62,FEMALE,16,2.666,143,3.353,-0.687,Thu,14,Advanced,2020,0,2,11
Fall 2016,4,45,MALE,13,3.538,124,3.168,0.37,Thu,14,Intermediate,2018,0,1,2
Fall 2016,4,18,MALE,13,4,137,3.976,0.024,Thu,14,Intermediate,2018,0,1,2
Fall 2016,4,14,FEMALE,12,3.666,139,3.204,0.462,Thu,14,Introductory,2020,0,1,8
Fall 2016,4,65,MALE,13,2.846,15,2.65,0.196,Thu,14,Advanced,2018,0,1,32
Fall 2016,4,16,MALE,18,3.437,129,3.561,-0.124,Thu,14,Intermediate,2019,0,1,7
Fall 2016,4,24,FEMALE,19,3.176,133,3.701,-0.525,Thu,14,Introductory,2020,0,1,6
Fall 2016,4,123,MALE,16,3.437,123,2.991,0.446,Thu,14,Introductory,2019,0,1,36
Fall 2016,4,62,FEMALE,12,3,122,2.454,0.546,Thu,14,Intermediate,2019,0,1,10
Fall 2016,4,91,FEMALE,12,3.75,152,3.357,0.393,Thu,15,Intermediate,2018,0,1,4
Fall 2016,4,64,FEMALE,10,1.4,141,2.25,-0.85,Thu,15,Advanced,2021,0,1,8
Fall 2016,4,99,MALE,14,0,8,1.437,-1.437,Thu,15,Introductory,2017,1,1,26
Fall 2016,4,67,MALE,16,3.307,125,3.213,0.094,Thu,15,Introductory,2018,0,1,32
Fall 2016,4,80,MALE,17,2.647,122,2.915,-0.268,Thu,15,Introductory,2020,0,1,3
Fall 2016,4,53,MALE,17,2.812,136,2.63,0.182,Thu,15,Introductory,2019,0,2,24
Fall 2016,4,10,MALE,12,2,115,2.636,-0.636,Thu,15,Advanced,2021,0,2,1
Fall 2016,4,121,MALE,14,2.615,131,2.477,0.138,Thu,15,Introductory,2019,0,1,33
Fall 2016,4,24,MALE,15,2.25,137,2.722,-0.472,Thu,15,Intermediate,2018,0,2,29
Fall 2016,4,76,FEMALE,16,3.307,130,2.664,0.643,Thu,15,Intermediate,2020,0,2,11
Fall 2016,4,25,MALE,15,3,129,3.168,-0.168,Thu,16,Advanced,2018,0,1,3
Fall 2016,4,87,FEMALE,12,1,79,2.535,-1.535,Thu,16,Intermediate,2018,0,1,9
Fall 2016,4,12,FEMALE,13,2.769,124,3.166,-0.397,Thu,16,Intermediate,2020,0,1,1
Fall 2016,4,67,FEMALE,15,3.666,125,3.681,-0.015,Thu,16,Introductory,2020,0,1,15
Fall 2016,4,80,FEMALE,19,4,122,3.828,0.172,Thu,16,Introductory,2018,0,1,8
Fall 2016,4,69,MALE,16,3.076,123,3.117,-0.041,Thu,16,Introductory,2020,0,3,33
Fall 2016,4,38,MALE,16,3.437,123,3.333,0.104,Thu,16,Introductory,2020,0,3,14
Fall 2016,4,69,MALE,16,3.769,107,3.619,0.15,Thu,16,Introductory,2021,0,3,45
Fall 2016,4,37,MALE,16,3.25,122,2.844,0.406,Thu,16,Introductory,2020,0,1,24
Fall 2016,4,141,MALE,10,2.333,139,2.924,-0.591,Thu,16,Intermediate,2018,0,1,33
Fall 2016,4,42,FEMALE,12,3,169,2.726,0.274,Thu,17,Introductory,2018,0,1,25
Fall 2016,4,33,FEMALE,19,4,122,4,0,Thu,17,Introductory,2021,0,1,17
Fall 2016,4,73,FEMALE,19,4,137,3.526,0.474,Thu,17,Introductory,2018,0,1,11
Fall 2016,4,60,FEMALE,17,3.294,134,3.214,0.08,Thu,17,Introductory,2018,0,1,22
Fall 2016,4,40,MALE,16,2.384,134,2.814,-0.43,Thu,17,Introductory,2020,0,1,11
Fall 2016,4,88,FEMALE,15,3.2,126,3.324,-0.124,Thu,17,Introductory,2019,0,1,2
Fall 2016,4,65,FEMALE,17,3.785,138,3.721,0.064,Thu,17,Intermediate,2018,0,1,15
Fall 2016,4,92,MALE,15,4,134,3.505,0.495,Thu,17,Intermediate,2018,0,1,14
Fall 2016,4,167,FEMALE,17,4,150,4,0,Thu,17,Introductory,2018,0,2,37
Fall 2016,4,79,MALE,16,2.312,46,2.735,-0.423,Thu,17,Introductory,2017,1,2,19
Fall 2016,4,157,FEMALE,15,1.933,153,2.327,-0.394,Thu,18,Introductory,2018,0,2,3
Fall 2016,4,78,FEMALE,16,3.25,123,3.551,-0.301,Thu,18,Introductory,2020,0,2,33
Fall 2016,4,121,FEMALE,12,3.333,139,3.684,-0.351,Thu,18,Introductory,2020,0,1,1
Fall 2016,4,25,FEMALE,14,3.181,140,3.122,0.059,Thu,18,Introductory,2020,0,1,3
Fall 2016,4,202,MALE,13,3.1,163,2.109,0.991,Thu,18,Introductory,2017,0,1,14
Fall 2016,4,98,FEMALE,20,3.588,148,3.471,0.117,Thu,18,Introductory,2021,0,1,40
Fall 2016,4,51,FEMALE,18,4,127,4,0,Thu,18,Introductory,2021,0,1,20
Fall 2016,4,83,MALE,18,3.333,122,3.288,0.045,Thu,19,Introductory,2019,0,1,4
Fall 2016,4,57,FEMALE,13,2.538,139,2.48,0.058,Thu,19,Intermediate,2018,0,2,13
Fall 2016,4,96,FEMALE,15,2,82,2.328,-0.328,Thu,19,Introductory,2017,0,2,17
Fall 2016,4,165,FEMALE,22,3.578,143,3.411,0.167,Thu,19,Introductory,2020,0,1,18
Fall 2016,4,79,FEMALE,23,3.187,122,2.964,0.223,Thu,19,Introductory,2020,0,1,2
Fall 2016,4,71,FEMALE,16,2.916,79,2.924,-0.008,Thu,19,Introductory,2018,0,1,47
Fall 2016,4,92,FEMALE,16,2.769,144,2.854,-0.085,Thu,20,Introductory,2018,0,1,24
Fall 2016,4,37,MALE,17,3.176,92,2.635,0.541,Thu,20,Intermediate,2018,0,1,1
Fall 2016,4,85,FEMALE,13,3.307,150,3.66,-0.353,Thu,20,Introductory,2018,0,1,14
Fall 2016,4,83,FEMALE,16,2.5,137,2.873,-0.373,Thu,20,Introductory,2018,0,1,13
Fall 2016,4,82,FEMALE,12,3,169,2.726,0.274,Thu,20,Introductory,2018,0,1,25
Fall 2016,4,83,MALE,18,3.666,159,3.736,-0.07,Thu,20,Introductory,2019,0,1,71
Fall 2016,4,49,FEMALE,16,2.875,123,2.658,0.217,Thu,20,Introductory,2020,0,1,25
Fall 2016,4,110,FEMALE,18,3.187,141,3.224,-0.037,Fri,8,Introductory,2020,0,1,28
Fall 2016,4,80,MALE,18,3.666,159,3.736,-0.07,Fri,9,Introductory,2019,0,1,71
Fall 2016,4,25,FEMALE,12,2.222,125,2.653,-0.431,Fri,9,Introductory,2020,0,2,34
Fall 2016,4,25,FEMALE,18,3.833,140,3.95,-0.117,Fri,9,Introductory,2018,0,2,2
Fall 2016,4,54,FEMALE,10,1.428,140,2.052,-0.624,Fri,10,Introductory,2017,0,1,2
Fall 2016,4,53,FEMALE,20,4,41,3.916,0.084,Fri,10,Introductory,2017,1,1,19
Fall 2016,4,127,MALE,12,2.25,136,2.72,-0.47,Fri,10,Introductory,2020,0,1,44
Fall 2016,4,44,MALE,17,3.4,130,3.347,0.053,Fri,10,Intermediate,2018,0,1,3
Fall 2016,4,29,FEMALE,12,3,130,3.15,-0.15,Fri,10,Introductory,2018,0,1,19
Fall 2016,4,20,MALE,15,3.4,128,3.442,-0.042,Fri,10,Advanced,2017,0,1,17
Fall 2016,4,127,FEMALE,14,2.545,125,2.863,-0.318,Fri,11,Introductory,2018,0,1,27
Fall 2016,4,21,FEMALE,15,3.4,133,3,0.4,Fri,11,Intermediate,2018,0,1,2
Fall 2016,4,54,FEMALE,21,3.562,150,3.633,-0.071,Fri,11,Introductory,2021,0,1,6
Fall 2016,4,112,MALE,16,3.437,138,3.293,0.144,Fri,12,Introductory,2020,0,1,21
Fall 2016,4,51,MALE,16,2.312,131,2.562,-0.25,Fri,12,Intermediate,2020,0,1,12
Fall 2016,4,39,MALE,13,3.769,128,3.588,0.181,Fri,12,Introductory,2020,0,1,64
Fall 2016,4,71,FEMALE,16,4,125,3.267,0.733,Fri,12,Advanced,2019,0,2,1
Fall 2016,4,66,FEMALE,17,4,122,3.534,0.466,Fri,12,Advanced,2018,0,2,1
Fall 2016,4,256,FEMALE,12,1.666,138,2.833,-1.167,Fri,12,Introductory,2020,0,1,19
Fall 2016,4,29,MALE,17,2.882,126,2.319,0.563,Fri,13,Intermediate,2021,0,1,21
Fall 2016,4,117,MALE,13,3.1,163,2.109,0.991,Fri,13,Introductory,2017,0,1,14
Fall 2016,4,40,MALE,15,3.4,147,3.284,0.116,Fri,13,Intermediate,2017,0,1,1
Fall 2016,4,87,FEMALE,18,3.187,141,3.224,-0.037,Fri,13,Introductory,2020,0,1,28
Fall 2016,4,66,FEMALE,14,3.714,126,3.642,0.072,Fri,14,Introductory,2020,0,2,1
Fall 2016,4,154,MALE,16,2.312,131,2.562,-0.25,Fri,14,Intermediate,2020,0,2,12
Fall 2016,4,77,MALE,17,4,31,4,0,Fri,14,Introductory,2017,1,1,41
Fall 2016,4,144,MALE,15,2.4,136,2.893,-0.493,Fri,14,Introductory,2019,0,1,22
Fall 2016,4,65,FEMALE,24,3.4,153,3.431,-0.031,Fri,14,Intermediate,2020,0,1,83
Fall 2016,4,114,FEMALE,15,3.8,123,3.866,-0.066,Fri,14,Introductory,2018,0,1,52
Fall 2016,4,92,FEMALE,16,4,125,3.744,0.256,Fri,15,Intermediate,2018,0,1,8
Fall 2016,4,89,MALE,16,2.812,122,2.771,0.041,Fri,15,Intermediate,2018,0,1,2
Fall 2016,4,61,MALE,18,3.666,159,3.736,-0.07,Fri,15,Introductory,2019,0,1,71
Fall 2016,4,72,MALE,14,3.2,131,2.955,0.245,Fri,15,Intermediate,2018,0,1,49
Fall 2016,4,49,FEMALE,12,3,128,3.095,-0.095,Fri,16,Introductory,2018,0,1,22
Fall 2016,4,161,FEMALE,19,3.769,125,3.775,-0.006,Sun,17,Other,2018,0,1,41
Fall 2016,4,61,FEMALE,12,3.75,46,3.93,-0.18,Sun,18,Advanced,2019,1,2,4
Fall 2016,4,80,FEMALE,17,2.181,122,3.025,-0.844,Sun,18,Introductory,2020,0,2,2
