Student_IDs,Semester,Degree_Type,Class_Standing,Major,Expected_Graduation,Course_Name,Course_Number,Course_Type,Course_Code_by_Thousands,Semester_Week,Check_In_Date,Check_In_Time,Check_Out_Time,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Day_of_Week,Is_Weekend,Week_of_Month,Month,Hour_of_Day,Time_Period,Course_Level,GPA_Category,Session_Length_Category,Credit_Load_Category,Class_Standing_Self_Reported,Class_Standing_BGSU,Occupancy,Previous_Duration,Avg_Past_Duration,Days_Since_Last_Visit,Unique_Courses,Course_Level_Mix,Advanced_Course_Ratio,Degree_Progress,GPA_Trend,Semesters_To_Graduation,Visit_Time_Variance,Most_Common_Time_Period,Weekly_Visit_Frequency
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,2016-09-22,13:19:00,14:18:00,59.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,4.0,Sep,13,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,16,46.0,68.66666666666667,2.0,2,2,0.0,100.0,1.0,33,2.646088156353506,Afternoon,3
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,2016-09-26,14:03:00,14:14:00,11.0,MALE,15,4.0,147.0,3.93,0.07,Mon,False,4.0,Sep,14,Afternoon,Other,Excellent,Short,Full Time,Fourth Year,Extended,8,59.0,67.28571428571429,4.0,2,2,0.0,100.0,1.0,33,2.646088156353506,Afternoon,4
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,2016-09-27,14:49:00,15:42:00,53.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,4.0,Sep,14,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,14,11.0,60.25,1.0,2,2,0.0,100.0,1.0,33,2.646088156353506,Afternoon,4
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,2016-09-27,19:16:00,20:13:00,57.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,4.0,Sep,19,Evening,Other,Excellent,Medium,Full Time,Fourth Year,Extended,17,53.0,59.44444444444444,0.0,2,2,0.0,100.0,1.0,33,2.646088156353506,Afternoon,4
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,2016-09-28,13:39:00,15:31:00,112.0,MALE,15,4.0,147.0,3.93,0.07,Wed,False,4.0,Sep,13,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,15,57.0,59.2,1.0,2,2,0.0,100.0,1.0,33,2.646088156353506,Afternoon,4
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,13:43:00,14:28:00,45.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,1.0,Oct,13,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,15,112.0,64.0,8.0,2,2,0.0,100.0,1.0,32,2.646088156353506,Afternoon,1
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-13,13:28:00,14:43:00,75.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,2.0,Oct,13,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,12,45.0,62.416666666666664,7.0,2,2,0.0,100.0,1.0,32,2.646088156353506,Afternoon,1
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,9,2016-10-18,12:55:00,13:34:00,39.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,3.0,Oct,12,Morning,Other,Excellent,Medium,Full Time,Fourth Year,Extended,7,75.0,63.38461538461539,5.0,2,2,0.0,100.0,1.0,32,2.646088156353506,Afternoon,1
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,10,2016-10-24,16:05:00,18:11:00,126.0,MALE,15,4.0,147.0,3.93,0.07,Mon,False,4.0,Oct,16,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,20,39.0,61.642857142857146,6.0,2,2,0.0,100.0,1.0,32,2.646088156353506,Afternoon,2
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,10,2016-10-26,18:11:00,19:13:00,62.0,MALE,15,4.0,147.0,3.93,0.07,Wed,False,4.0,Oct,18,Evening,Other,Excellent,Medium,Full Time,Fourth Year,Extended,16,126.0,65.93333333333334,2.0,2,2,0.0,100.0,1.0,32,2.646088156353506,Afternoon,2
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,2016-11-01,13:17:00,14:16:00,59.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,1.0,Nov,13,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,8,62.0,65.6875,6.0,2,2,0.0,100.0,1.0,31,2.646088156353506,Afternoon,1
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,12,2016-11-08,13:13:00,13:51:00,38.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,2.0,Nov,13,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,6,59.0,65.29411764705883,7.0,2,2,0.0,100.0,1.0,31,2.646088156353506,Afternoon,3
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,12,2016-11-10,13:36:00,15:27:00,111.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,2.0,Nov,13,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,19,38.0,63.77777777777778,2.0,2,2,0.0,100.0,1.0,31,2.646088156353506,Afternoon,3
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,2016-11-17,13:03:00,14:00:00,57.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,3.0,Nov,13,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,13,111.0,66.26315789473684,7.0,2,2,0.0,100.0,1.0,31,2.646088156353506,Afternoon,3
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,2016-11-17,20:05:00,20:49:00,44.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,3.0,Nov,20,Evening,Other,Excellent,Medium,Full Time,Fourth Year,Extended,12,57.0,65.8,0.0,2,2,0.0,100.0,1.0,31,2.646088156353506,Afternoon,3
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,2016-11-28,17:02:00,17:52:00,50.0,MALE,15,4.0,147.0,3.93,0.07,Mon,False,4.0,Nov,17,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,14,44.0,64.76190476190476,11.0,2,2,0.0,100.0,1.0,31,2.646088156353506,Afternoon,5
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,2016-11-29,14:13:00,15:04:00,51.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,5.0,Nov,14,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,14,50.0,64.0909090909091,1.0,2,2,0.0,100.0,1.0,31,2.646088156353506,Afternoon,5
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,2016-12-01,13:34:00,14:46:00,72.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,1.0,Dec,13,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,21,51.0,63.52173913043478,2.0,2,2,0.0,100.0,1.0,30,2.646088156353506,Afternoon,5
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,2016-12-04,19:34:00,20:01:00,27.0,MALE,15,4.0,147.0,3.93,0.07,Sun,True,1.0,Dec,19,Evening,Other,Excellent,Short,Full Time,Fourth Year,Extended,12,72.0,63.875,3.0,2,2,0.0,100.0,1.0,30,2.646088156353506,Afternoon,5
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,16,2016-12-06,13:20:00,15:09:00,109.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,1.0,Dec,13,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,8,27.0,62.4,2.0,2,2,0.0,100.0,1.0,30,2.646088156353506,Afternoon,5
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,16,2016-12-07,12:03:00,12:51:00,48.0,MALE,15,4.0,147.0,3.93,0.07,Wed,False,1.0,Dec,12,Morning,Other,Excellent,Medium,Full Time,Fourth Year,Extended,7,109.0,64.1923076923077,1.0,2,2,0.0,100.0,1.0,30,2.646088156353506,Afternoon,5
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,16,2016-12-08,13:41:00,15:26:00,105.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,2.0,Dec,13,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,25,48.0,63.592592592592595,1.0,2,2,0.0,100.0,1.0,30,2.646088156353506,Afternoon,5
BGSU01787,Spring 2017,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,3,2017-01-26,20:40:00,20:59:00,19.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,4.0,Jan,20,Evening,Other,Excellent,Short,Full Time,Fourth Year,Extended,5,105.0,65.07142857142857,49.0,1,1,0.0,100.0,1.0,29,2.646088156353506,Afternoon,3
BGSU01787,Spring 2017,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,12,2017-03-28,18:44:00,19:20:00,36.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,4.0,Mar,18,Evening,Other,Excellent,Medium,Full Time,Fourth Year,Extended,9,19.0,63.48275862068966,61.0,1,1,0.0,100.0,1.0,27,2.646088156353506,Afternoon,3
BGSU01787,Spring 2017,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,13,2017-04-05,18:52:00,20:06:00,74.0,MALE,15,4.0,147.0,3.93,0.07,Wed,False,1.0,Apr,18,Evening,Other,Excellent,Medium,Full Time,Fourth Year,Extended,12,36.0,62.56666666666667,8.0,1,1,0.0,100.0,1.0,26,2.646088156353506,Afternoon,3
BGSU01787,Spring 2017,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,15,2017-04-18,13:36:00,16:00:00,144.0,MALE,15,4.0,147.0,3.93,0.07,Tue,False,3.0,Apr,13,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,11,74.0,62.935483870967744,13.0,1,1,0.0,100.0,1.0,26,2.646088156353506,Afternoon,5
BGSU01787,Spring 2017,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,16,2017-04-26,14:58:00,16:51:00,113.0,MALE,15,4.0,147.0,3.93,0.07,Wed,False,4.0,Apr,14,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,17,144.0,65.46875,8.0,1,1,0.0,100.0,1.0,26,2.646088156353506,Afternoon,5
BGSU01787,Spring 2017,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,16,2017-04-27,13:17:00,15:00:00,103.0,MALE,15,4.0,147.0,3.93,0.07,Thu,False,4.0,Apr,13,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,7,113.0,66.9090909090909,1.0,1,1,0.0,100.0,1.0,26,2.646088156353506,Afternoon,5
BGSU01789,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,16,2016-12-11,14:43:00,17:22:00,159.0,FEMALE,15,2.8,132.0,2.988,-0.188,Sun,True,2.0,Dec,14,Afternoon,Other,Satisfactory,Long,Full Time,Fourth Year,Extended,29,,,,1,1,0.0,100.0,-1.0,18,0.7071067811865476,Afternoon,1
BGSU01789,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,17,2016-12-12,13:03:00,19:01:00,358.0,FEMALE,15,2.8,132.0,2.988,-0.188,Mon,False,2.0,Dec,13,Afternoon,Other,Satisfactory,Extended,Full Time,Fourth Year,Extended,12,159.0,159.0,1.0,1,1,0.0,100.0,-1.0,18,0.7071067811865476,Afternoon,1
BGSU01790,Spring 2017,Undergraduate,Senior,No Response,Summer Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,16,2017-04-30,18:25:00,19:22:00,57.0,FEMALE,21,3.0,123.0,2.988,0.012,Sun,True,5.0,Apr,18,Evening,Other,Satisfactory,Medium,Overload,Fourth Year,Extended,10,,,,1,1,0.0,100.0,1.0,14,,Evening,1
BGSU01791,Spring 2017,Undergraduate,Senior,DGRHLDMAIN:Degree Holder at Main,Spring Semester 2018,Organic Chemistry Laboratory,CHEM-3460,CHEM,3000,5,2017-02-08,16:53:00,19:02:00,129.0,MALE,17,3.636,137.0,3.191,0.445,Wed,False,2.0,Feb,16,Afternoon,Other,Good,Long,Full Time,Fourth Year,Extended,14,,,,1,1,0.0,100.0,1.0,11,,Afternoon,1
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-30,19:11:00,19:56:00,45.0,MALE,16,2.714,132.0,2.681,0.033,Tue,False,5.0,Aug,19,Evening,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,12,,,,2,2,0.0,100.0,1.0,34,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,2016-09-01,08:01:00,10:33:00,152.0,MALE,16,2.714,132.0,2.681,0.033,Thu,False,1.0,Sep,8,Morning,Other,Satisfactory,Long,Full Time,Fourth Year,Extended,1,45.0,45.0,2.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,2016-09-07,11:28:00,12:08:00,40.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,1.0,Sep,11,Morning,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,11,152.0,98.5,6.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,3
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,2016-09-07,15:18:00,15:28:00,10.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,1.0,Sep,15,Afternoon,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,12,40.0,79.0,0.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,3
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,2016-09-09,14:27:00,15:18:00,51.0,MALE,16,2.714,132.0,2.681,0.033,Fri,False,2.0,Sep,14,Afternoon,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,3,10.0,61.75,2.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,3
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,4,2016-09-15,08:55:00,11:51:00,176.0,MALE,16,2.714,132.0,2.681,0.033,Thu,False,3.0,Sep,8,Morning,Other,Satisfactory,Long,Full Time,Fourth Year,Extended,3,51.0,59.6,6.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,1
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,2016-09-19,14:27:00,18:20:00,233.0,MALE,16,2.714,132.0,2.681,0.033,Mon,False,3.0,Sep,14,Afternoon,Other,Satisfactory,Extended,Full Time,Fourth Year,Extended,13,176.0,79.0,4.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,2016-09-19,19:18:00,20:04:00,46.0,MALE,16,2.714,132.0,2.681,0.033,Mon,False,3.0,Sep,19,Evening,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,19,233.0,101.0,0.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,2016-09-21,14:26:00,14:35:00,9.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,3.0,Sep,14,Afternoon,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,27,46.0,94.125,2.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,2016-09-22,19:22:00,20:17:00,55.0,MALE,16,2.714,132.0,2.681,0.033,Thu,False,4.0,Sep,19,Evening,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,13,9.0,84.66666666666667,1.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,2016-09-28,11:27:00,12:08:00,41.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,4.0,Sep,11,Morning,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,8,55.0,81.7,6.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,2
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,2016-09-28,14:26:00,14:38:00,12.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,4.0,Sep,14,Afternoon,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,20,41.0,78.0,0.0,2,2,0.0,100.0,1.0,33,3.28187554162358,Afternoon,2
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-03,10:50:00,11:37:00,47.0,MALE,16,2.714,132.0,2.681,0.033,Mon,False,1.0,Oct,10,Morning,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,10,12.0,72.5,5.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,3
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,11:57:00,12:20:00,23.0,MALE,16,2.714,132.0,2.681,0.033,Thu,False,1.0,Oct,11,Morning,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,12,47.0,70.53846153846153,3.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,3
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-07,08:38:00,08:53:00,15.0,MALE,16,2.714,132.0,2.681,0.033,Fri,False,1.0,Oct,8,Morning,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,1,23.0,67.14285714285714,1.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,3
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-12,14:16:00,20:14:00,358.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,2.0,Oct,14,Afternoon,Other,Satisfactory,Extended,Full Time,Fourth Year,Extended,13,15.0,63.666666666666664,5.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,1
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,9,2016-10-17,11:10:00,11:27:00,17.0,MALE,16,2.714,132.0,2.681,0.033,Mon,False,3.0,Oct,11,Morning,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,5,358.0,82.0625,5.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,2
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,9,2016-10-18,14:07:00,15:08:00,61.0,MALE,16,2.714,132.0,2.681,0.033,Tue,False,3.0,Oct,14,Afternoon,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,14,17.0,78.23529411764706,1.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,2
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,10,2016-10-24,09:41:00,10:00:00,19.0,MALE,16,2.714,132.0,2.681,0.033,Mon,False,4.0,Oct,9,Morning,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,3,61.0,77.27777777777777,6.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,10,2016-10-26,11:07:00,11:48:00,41.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,4.0,Oct,11,Morning,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,10,19.0,74.21052631578948,2.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,10,2016-10-26,18:02:00,18:47:00,45.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,4.0,Oct,18,Evening,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,15,41.0,72.55,0.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,10,2016-10-28,14:53:00,15:20:00,27.0,MALE,16,2.714,132.0,2.681,0.033,Fri,False,4.0,Oct,14,Afternoon,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,7,45.0,71.23809523809524,2.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,2016-10-31,08:08:00,11:08:00,180.0,MALE,16,2.714,132.0,2.681,0.033,Mon,False,5.0,Oct,8,Morning,Other,Satisfactory,Long,Full Time,Fourth Year,Extended,1,27.0,69.22727272727273,3.0,2,2,0.0,100.0,1.0,32,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,2016-11-02,14:27:00,14:53:00,26.0,MALE,16,2.714,132.0,2.681,0.033,Wed,False,1.0,Nov,14,Afternoon,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,14,180.0,74.04347826086956,2.0,2,2,0.0,100.0,1.0,31,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,2016-11-03,11:30:00,11:53:00,23.0,MALE,16,2.714,132.0,2.681,0.033,Thu,False,1.0,Nov,11,Morning,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,8,26.0,72.04166666666667,1.0,2,2,0.0,100.0,1.0,31,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,2016-11-03,17:08:00,17:26:00,18.0,MALE,16,2.714,132.0,2.681,0.033,Thu,False,1.0,Nov,17,Afternoon,Other,Satisfactory,Short,Full Time,Fourth Year,Extended,14,23.0,70.08,0.0,2,2,0.0,100.0,1.0,31,3.28187554162358,Afternoon,4
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,12,2016-11-08,17:18:00,17:53:00,35.0,MALE,16,2.714,132.0,2.681,0.033,Tue,False,2.0,Nov,17,Afternoon,Other,Satisfactory,Medium,Full Time,Fourth Year,Extended,23,18.0,68.07692307692308,5.0,2,2,0.0,100.0,1.0,31,3.28187554162358,Afternoon,2
