Semester,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Occupancy,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Fall,82,MALE,16,4,124.5,0.888,11,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,67,MALE,16,3.812,127,0.5,12,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,92,MALE,13,3.538,122,0.16,13,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,95,MALE,15,2.25,124,-0.572,14,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,133,MALE,13,3.1,163,0.991,15,Thu,Introductory,2017,0,0,1,0,0,0,1
Fall,85,FEMALE,16,3.25,123,-0.301,16,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,129,FEMALE,16,3.062,128,-0.139,17,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,51,MALE,14,2.214,122,-1.411,18,Thu,Introductory,2021,0,1,1,0,0,0,1
Fall,48,MALE,13,3.461,140,0.008,18,Thu,Introductory,2019,0,1,1,0,0,0,1
Fall,112,FEMALE,17,2.823,0,-0.045,18,Thu,Introductory,2018,0,1,1,0,0,0,1
Fall,84,FEMALE,16,3.769,129,0.192,19,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,115,FEMALE,13,3.307,150,-0.353,20,Thu,Introductory,2018,0,0,1,0,0,0,1
Fall,41,MALE,16,4,122,0,21,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,61,MALE,12,3.25,154,-0.04,21,Thu,Introductory,2017,0,0,1,0,0,0,1
Fall,79,FEMALE,16,2.875,123,0.217,20,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,36,MALE,16,3.076,63,0.112,14,Thu,Introductory,2017,0,0,1,0,0,0,1
Fall,36,FEMALE,17,3.47,145,0.579,10,Thu,Introductory,2020,0,1,1,0,0,0,1
Fall,148,MALE,17,3.647,132,-0.122,1,Fri,Introductory,2020,0,1,1,0,0,0,0
Fall,59,FEMALE,17,4,142,0.189,2,Fri,Introductory,2018,0,1,1,0,0,0,0
Fall,50,FEMALE,16,2.916,79,-0.008,3,Fri,Introductory,2018,0,0,1,0,0,0,0
Fall,66,FEMALE,6,2.5,105,-0.765,3,Fri,Intermediate,2017,0,0,0,1,0,0,0
Fall,59,FEMALE,15,3.733,130,0.389,4,Fri,Introductory,2019,0,1,1,0,0,0,0
Fall,142,MALE,9,3,55,0.674,5,Fri,Introductory,2017,1,0,1,0,0,0,0
Fall,118,MALE,16,3.692,122,0.362,5,Fri,Introductory,2020,0,1,1,0,0,0,0
Fall,118,MALE,17,2.882,126,0.032,6,Fri,Introductory,2020,0,1,1,0,0,0,0
Fall,63,MALE,16,2.384,134,-0.43,5,Fri,Introductory,2020,0,1,1,0,0,0,0
Fall,33,MALE,12,2.25,136,-0.47,5,Fri,Introductory,2020,0,1,1,0,0,0,0
Fall,93,MALE,16,4,121,0.954,6,Fri,Introductory,2021,0,1,1,0,0,0,0
Fall,22,MALE,12,2.666,133,0.03,7,Fri,Introductory,2018,0,0,1,0,0,0,0
Fall,11,FEMALE,16,4,132,0.083,8,Fri,Introductory,2018,0,0,1,0,0,0,0
Fall,34,MALE,15,2.466,30,-0.126,8,Fri,Introductory,2017,1,0,1,0,0,0,0
Fall,46,FEMALE,16,3.25,130,-0.343,9,Fri,Introductory,2019,0,1,1,0,0,0,0
Fall,20,MALE,13,3.769,128,0.181,10,Fri,Introductory,2020,0,1,1,0,0,0,0
Fall,122,MALE,12,2.75,136,0.012,10,Fri,Introductory,2017,0,0,1,0,0,0,0
Fall,122,MALE,18,2.333,155,-0.05,11,Fri,Introductory,2017,0,0,1,0,0,0,0
Fall,60,MALE,15,3.666,123,0.096,10,Fri,Introductory,2020,0,1,0,0,0,0,0
Fall,117,MALE,14,2.428,145,-0.289,11,Fri,Introductory,2020,0,1,1,0,0,1,0
Fall,42,MALE,17,2.294,139,-0.083,7,Fri,Introductory,2018,0,0,1,0,0,1,0
Fall,65,FEMALE,13,3,164,-0.346,8,Fri,Intermediate,2018,0,0,1,0,0,1,0
Fall,63,FEMALE,13,2.1,126,-0.722,7,Fri,Introductory,2019,0,1,1,0,0,1,0
Fall,22,FEMALE,17,3.571,147,-0.061,6,Fri,Introductory,2021,0,1,1,0,0,1,0
Fall,74,MALE,17,2.705,124,-0.261,7,Fri,Introductory,2020,0,1,1,0,0,1,0
Fall,128,MALE,12,2.25,136,-0.47,2,Fri,Introductory,2020,0,1,1,0,0,1,0
Fall,56,MALE,18,3.6,133,0.585,3,Fri,Introductory,2020,0,1,1,0,0,1,0
Fall,87,MALE,13,4,145,0.616,4,Fri,Introductory,2020,0,1,1,0,0,1,0
Fall,38,MALE,16,3.187,119,0.497,4,Fri,Introductory,2017,0,0,1,0,0,1,0
Fall,71,MALE,14,3.2,131,0.245,4,Fri,Intermediate,2018,0,0,1,0,0,1,0
Fall,53,MALE,16,2.8,109,0.041,4,Fri,Graduate,2021,0,1,1,0,0,1,0
Fall,67,MALE,17,3.823,124,0.502,1,Tue,Intermediate,2020,0,1,0,0,0,0,0
Fall,61,MALE,13,2.846,104,0.321,2,Tue,Introductory,2021,0,1,0,0,0,0,0
Fall,102,MALE,17,3.529,145,-0.232,2,Tue,Introductory,2020,0,1,1,0,0,0,0
Fall,16,FEMALE,13,3.538,131,-0.128,3,Tue,Introductory,2021,0,1,1,0,0,0,0
Fall,42,FEMALE,18,3.2,133,0.209,2,Tue,Introductory,2019,0,1,1,0,0,0,0
Fall,50,MALE,10,3.4,145,0.857,3,Tue,Introductory,2018,0,0,1,0,0,0,0
Fall,36,FEMALE,15,3.666,133,-0.046,4,Tue,Introductory,2018,0,0,1,0,0,0,0
Fall,35,MALE,18,3.666,159,-0.07,5,Tue,Introductory,2019,0,1,1,0,0,0,0
Fall,97,MALE,13,2.076,146,-0.524,6,Tue,Intermediate,2018,0,0,0,1,0,0,0
Fall,79,FEMALE,16,3.812,132,0.135,7,Tue,Introductory,2020,0,1,1,0,0,0,0
Fall,42,FEMALE,15,3.666,125,-0.015,8,Tue,Introductory,2020,0,1,1,0,0,0,0
Fall,139,MALE,12,2.25,136,-0.47,9,Tue,Introductory,2020,0,1,1,0,0,0,0
Fall,110,FEMALE,16,3.812,69,-0.078,10,Tue,Introductory,2018,1,0,1,0,0,0,0
Fall,82,FEMALE,16,2.875,28,0.087,11,Tue,Introductory,2018,0,0,1,0,0,0,0
Fall,71,MALE,13,4,145,0.616,9,Tue,Introductory,2020,0,1,1,0,0,0,0
Fall,156,MALE,16,3.8,139,0.207,9,Tue,Introductory,2020,0,1,1,0,0,0,0
Fall,68,FEMALE,17,2.823,0,-0.045,10,Tue,Introductory,2018,0,1,1,0,0,0,0
Fall,113,MALE,16,3.769,125,-0.231,10,Tue,Introductory,2021,0,1,1,0,0,0,0
Fall,97,MALE,16,2.875,0,-0.442,11,Tue,Introductory,2018,0,1,1,0,0,0,0
Fall,94,MALE,16,3.625,125,0.158,11,Tue,Introductory,2018,0,0,1,0,0,0,0
Fall,95,MALE,16,3.076,128,0.39,12,Tue,Introductory,2018,0,0,1,0,0,0,0
Fall,33,FEMALE,16,4,132,0.083,13,Tue,Introductory,2018,0,0,1,0,0,0,0
Fall,82,MALE,18,3.666,159,-0.07,14,Tue,Introductory,2019,0,1,1,0,0,0,0
Fall,135,FEMALE,14,2.545,125,-0.318,15,Tue,Introductory,2018,0,0,1,0,0,0,0
Fall,69,FEMALE,15,3.8,123,-0.066,16,Tue,Introductory,2018,0,0,1,0,0,0,0
Fall,84,MALE,17,3.647,123,0.36,17,Tue,Introductory,2019,0,1,1,0,0,0,0
Fall,90,FEMALE,15,3.8,148.27,0.04,18,Tue,Advanced,2018,0,0,0,0,0,0,0
Fall,40,FEMALE,16,3.25,127,0.009,18,Tue,Advanced,2017,0,0,0,0,0,0,0
Fall,54,MALE,6,4,134,0.577,16,Tue,Intermediate,2017,0,0,0,1,0,1,0
Fall,105,MALE,19,3.812,126,-0.074,14,Tue,Introductory,2019,0,1,0,0,0,1,0
Fall,24,FEMALE,16,3.062,131,-0.091,14,Tue,Intermediate,2018,0,0,0,1,0,1,0
Fall,64,MALE,16,3.384,135,-0.096,14,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,62,FEMALE,14,3,122,0,11,Tue,Intermediate,2020,0,1,0,0,0,1,0
Fall,86,FEMALE,17,4,147,0.094,10,Tue,Introductory,2018,0,0,0,0,0,1,0
Fall,67,FEMALE,12,3,130,-0.15,8,Tue,Intermediate,2018,0,0,0,0,0,1,0
Fall,52,MALE,15,4,147,0.07,8,Tue,Introductory,2019,0,1,1,0,0,1,0
Fall,23,FEMALE,17,4,150,0,9,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,135,FEMALE,15,3.2,125,-0.141,10,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,135,MALE,3,0,136,-3.186,11,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,134,FEMALE,16,2.875,134,-0.303,12,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,134,FEMALE,16,3.076,124,-0.471,13,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,45,MALE,16,2.687,138,-0.335,14,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,38,FEMALE,15,3.666,167,0.053,14,Tue,Introductory,2018,0,0,0,0,0,1,0
Fall,151,MALE,4,1,150,-1.089,15,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,110,FEMALE,15,2.416,133,-0.441,16,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,113,MALE,19,3.625,126,0.131,13,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,114,MALE,16,3.307,125,0.094,14,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,65,MALE,16,3.461,123,0.52,15,Tue,Intermediate,2018,0,0,0,1,0,1,0
Fall,58,FEMALE,16,2.937,155,-0.012,16,Tue,Introductory,2020,0,1,0,0,0,1,0
Fall,164,MALE,17,2.882,126,0.032,15,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,31,MALE,15,3.111,122,-0.037,16,Tue,Introductory,2019,0,1,1,0,0,1,0
Fall,82,MALE,16,3.3,27,0.509,14,Tue,Introductory,2017,1,0,1,0,0,1,0
Fall,34,MALE,15,4,152,0.028,15,Tue,Advanced,2017,0,0,0,0,0,1,0
Fall,42,MALE,16,3.8,139,0.207,16,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,7,MALE,17,2.882,126,0.563,16,Tue,Intermediate,2021,0,1,0,1,0,1,0
Fall,28,MALE,13,2.461,133,0.034,17,Tue,Introductory,2019,0,1,1,0,0,1,0
Fall,84,MALE,16,3.437,123,0.446,18,Tue,Introductory,2019,0,1,1,0,0,1,0
Fall,137,MALE,10,2.333,139,-0.591,19,Tue,Intermediate,2018,0,0,0,0,0,1,0
Fall,13,MALE,13,0,10,-0.782,19,Tue,Introductory,2017,1,0,1,0,0,1,0
Fall,119,FEMALE,12,3,169,0.274,19,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,50,MALE,16,3.538,129,-0.038,20,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,115,FEMALE,16,3.812,126,0.677,21,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,133,MALE,14,3.142,158.19,0.036,19,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,82,MALE,17,3.647,127,0.14,17,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,66,FEMALE,16,3.625,133,0.252,18,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,57,FEMALE,15,1.818,148,-1.053,18,Tue,Intermediate,2018,0,0,0,0,0,1,0
Fall,58,FEMALE,18,3.111,122,-0.042,13,Tue,Intermediate,2019,0,1,0,0,0,1,0
Fall,39,FEMALE,12,3.75,152,0.393,14,Tue,Intermediate,2018,0,0,0,1,0,1,0
Fall,88,MALE,17,2.812,136,0.182,15,Tue,Introductory,2019,0,1,1,0,0,1,0
Fall,20,FEMALE,17,3.117,124,-0.883,16,Tue,Introductory,2021,0,1,1,0,0,1,0
Fall,88,MALE,15,2.25,137,-0.472,14,Tue,Advanced,2018,0,0,0,0,0,1,0
Fall,34,MALE,16,3.266,146,0.399,12,Tue,Introductory,2019,0,1,1,0,0,1,0
Fall,73,MALE,16,3.25,122,0.406,13,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,55,FEMALE,12,3.333,151,-0.462,13,Tue,Intermediate,2017,0,0,0,0,0,1,0
Fall,54,MALE,16,3.812,122,0.211,14,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,53,FEMALE,16,3.25,131,-0.044,15,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,53,FEMALE,15,3.6,129,0.15,16,Tue,Introductory,2018,0,0,1,0,0,1,0
Fall,54,MALE,16,3.25,123,-0.75,17,Tue,Introductory,2021,0,1,1,0,0,1,0
Fall,71,MALE,16,3.076,123,-0.041,18,Tue,Introductory,2020,0,1,1,0,0,1,0
Fall,71,MALE,16,3.769,107,0.15,19,Tue,Introductory,2021,0,1,1,0,0,1,0
Fall,41,FEMALE,14,4,143,0.307,18,Tue,Introductory,2017,0,0,1,0,0,1,0
Fall,127,MALE,14,0,8,-1.437,19,Tue,Introductory,2017,1,0,1,0,0,1,0
Fall,49,FEMALE,19,4,122,0,16,Tue,Introductory,2021,0,1,1,0,0,1,0
Fall,136,MALE,12,3.25,154,-0.04,15,Tue,Introductory,2017,0,0,1,0,0,0,1
Fall,10,FEMALE,14,2.666,24,0.298,15,Tue,Introductory,2017,1,0,0,0,0,0,1
Fall,39,MALE,16,2.384,134,-0.43,14,Tue,Introductory,2020,0,1,1,0,0,0,1
Fall,14,FEMALE,15,4,76,0,8,Tue,Introductory,2017,0,0,0,0,0,0,1
Fall,152,MALE,16,2.687,138,-0.335,9,Tue,Introductory,2018,0,0,1,0,0,0,1
Fall,168,MALE,18,3.666,159,-0.07,6,Tue,Introductory,2019,0,1,1,0,0,0,1
Fall,82,FEMALE,17,3.666,131,0.125,6,Tue,Introductory,2021,0,1,0,0,0,0,1
Fall,28,MALE,16,4,134,0.5,6,Tue,Introductory,2020,0,1,1,0,0,0,1
Fall,11,FEMALE,18,1.357,40,0.309,7,Tue,Introductory,2017,1,1,1,0,0,0,1
Fall,70,FEMALE,17,3.294,134,0.08,7,Tue,Introductory,2018,0,0,1,0,0,0,1
Fall,15,MALE,16,3.687,123,-0.04,8,Tue,Introductory,2021,0,1,1,0,0,0,1
Fall,26,FEMALE,14,3,122,0,9,Tue,Introductory,2020,0,1,0,0,0,0,1
Fall,105,FEMALE,14,3.285,122,-0.201,8,Tue,Advanced,2017,0,0,0,0,0,0,1
Fall,62,FEMALE,16,1.6,40,-0.536,9,Tue,Introductory,2018,1,0,0,0,0,0,1
Fall,88,MALE,18,4,122,0.394,10,Tue,Intermediate,2018,0,0,1,0,0,0,1
Fall,97,FEMALE,20,3.647,174,-0.212,10,Tue,Advanced,2018,0,0,0,0,0,0,1
Fall,87,FEMALE,16,3.461,67,-0.172,9,Tue,Advanced,2017,0,0,0,0,0,0,1
Fall,38,MALE,14,4,162,0.058,10,Tue,Advanced,2018,0,0,0,0,0,0,1
Fall,35,MALE,15,2.466,30,-0.126,10,Tue,Introductory,2017,1,0,1,0,0,0,1
Fall,124,FEMALE,17,3,138,-0.594,11,Tue,Introductory,2018,0,0,1,0,0,0,1
Fall,137,FEMALE,12,2.222,125,-0.431,12,Tue,Introductory,2020,0,1,1,0,0,0,1
Fall,67,MALE,16,3.076,63,0.112,13,Tue,Introductory,2017,0,0,1,0,0,0,1
Fall,59,FEMALE,13,4,145,0.136,14,Tue,Advanced,2018,0,0,0,0,0,0,1
Fall,54,FEMALE,12,3.25,146,-0.311,15,Tue,Advanced,2018,0,0,0,0,0,0,1
Fall,41,FEMALE,19,4,122,0,15,Tue,Introductory,2021,0,1,1,0,0,0,1
Fall,75,FEMALE,16,3.25,123,-0.301,12,Tue,Introductory,2020,0,1,1,0,0,0,1
Fall,74,FEMALE,17,3.47,145,0.579,13,Tue,Introductory,2020,0,1,1,0,0,0,1
Fall,99,MALE,18,3.166,152,0.526,14,Tue,Intermediate,2018,0,0,0,1,0,0,1
Fall,90,MALE,16,1.923,122,-0.416,15,Tue,Introductory,2020,0,1,1,0,0,0,1
Fall,85,MALE,17,3.47,135,0.149,16,Tue,Intermediate,2018,0,1,0,1,0,0,1
Fall,44,FEMALE,13,2.555,69,-0.485,14,Tue,Graduate,2018,1,1,1,0,0,0,1
Fall,43,MALE,18,2.666,136,2.666,9,Tue,Introductory,2021,0,1,1,0,0,0,1
Fall,24,FEMALE,18,2.533,127,-0.58,7,Tue,Introductory,2019,0,1,1,0,0,0,1
Fall,45,MALE,9,3,55,0.674,1,Wed,Introductory,2017,1,0,1,0,0,0,0
Fall,100,MALE,12,3.5,173,0.196,2,Wed,Introductory,2018,0,0,1,0,0,0,0
Fall,18,MALE,16,3.3,27,0.509,2,Wed,Introductory,2017,1,0,1,0,0,0,0
Fall,75,FEMALE,18,4,13,0,3,Wed,Introductory,2019,1,1,1,0,0,0,0
Fall,61,FEMALE,16,2.916,79,-0.008,4,Wed,Introductory,2018,0,0,1,0,0,0,0
Fall,76,MALE,16,3.812,126,0.097,4,Wed,Advanced,2018,0,0,0,0,0,0,0
Fall,21,MALE,17,4,31,0,5,Wed,Introductory,2017,1,0,1,0,0,0,0
Fall,124,MALE,17,3.647,132,-0.122,6,Wed,Introductory,2020,0,1,1,0,0,0,0
Fall,64,MALE,18,3.666,159,-0.07,6,Wed,Introductory,2019,0,1,1,0,0,0,0
Fall,64,FEMALE,13,3.307,165,-0.272,6,Wed,Introductory,2018,0,0,1,0,0,0,0
Fall,153,FEMALE,18,3.666,134,-0.245,5,Wed,Introductory,2018,0,0,1,0,0,0,0
Fall,67,MALE,12,2.25,136,-0.47,6,Wed,Introductory,2020,0,1,1,0,0,0,0
Fall,140,FEMALE,20,4,41,0.084,7,Wed,Introductory,2017,1,0,1,0,0,0,0
Fall,57,FEMALE,14,4,176,0.375,8,Wed,Introductory,2020,0,1,1,0,0,0,0
Fall,78,MALE,13,2.076,133,-0.963,9,Wed,Introductory,2020,0,1,0,0,0,0,0
Fall,77,FEMALE,16,2.875,123,0.217,9,Wed,Introductory,2020,0,1,1,0,0,0,0
Fall,57,MALE,13,4,145,0.616,10,Wed,Introductory,2020,0,1,1,0,0,0,0
Fall,36,FEMALE,13,2.1,126,-0.722,10,Wed,Introductory,2019,0,1,1,0,0,0,0
Fall,89,FEMALE,16,3.812,132,0.135,10,Wed,Introductory,2020,0,1,1,0,0,0,0
Fall,40,MALE,16,2.714,132,0.033,11,Wed,Introductory,2019,0,1,1,0,0,0,0
Fall,46,FEMALE,13,3,76,0.5,12,Wed,Intermediate,2018,0,1,0,0,0,0,0
Fall,17,MALE,17,3.117,132,0.204,8,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,73,FEMALE,15,3,123,0.709,9,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,8,FEMALE,11,2,23,-0.45,9,Wed,Graduate,2017,1,0,1,0,0,1,0
Fall,113,MALE,13,3.769,128,0.181,7,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,102,MALE,18,3.833,138,0.659,6,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,66,MALE,12,2,134,-0.268,7,Wed,Advanced,2020,0,1,0,0,0,1,0
Fall,90,MALE,13,2.076,133,-0.963,8,Wed,Introductory,2020,0,1,0,0,0,1,0
Fall,62,FEMALE,13,3.75,142,1.35,9,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,41,FEMALE,18,2.75,30,-0.625,10,Wed,Intermediate,2017,0,0,0,0,0,1,0
Fall,45,MALE,16,3.625,125,0.158,8,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,57,MALE,16,3.812,127,0.5,9,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,54,FEMALE,13,2.692,130,-0.142,9,Wed,Graduate,2020,0,1,1,0,0,1,0
Fall,129,MALE,17,2.882,126,0.032,10,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,130,MALE,16,3.692,122,0.362,11,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,112,MALE,7,3,155,0.82,12,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,101,MALE,12,2.75,130,-0.325,13,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,40,FEMALE,12,3,130,-0.15,12,Wed,Intermediate,2018,0,0,0,0,0,1,0
Fall,56,FEMALE,15,4,125,0.554,13,Wed,Intermediate,2018,0,0,0,0,0,1,0
Fall,101,FEMALE,15,2.8,33,-0.1,13,Wed,Graduate,2017,1,0,1,0,0,1,0
Fall,67,FEMALE,13,2.538,139,0.058,13,Wed,Intermediate,2018,0,0,0,1,0,1,0
Fall,133,FEMALE,17,3,130,-0.336,14,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,84,FEMALE,15,4,126,0.036,11,Wed,Intermediate,2018,0,0,0,0,0,1,0
Fall,92,MALE,16,3.437,123,0.446,12,Wed,Introductory,2019,0,1,1,0,0,1,0
Fall,84,FEMALE,16,3.562,135,0.371,13,Wed,Intermediate,2018,0,0,0,0,0,1,0
Fall,38,MALE,15,4,138,0,13,Wed,Intermediate,2020,0,1,0,0,0,1,0
Fall,123,FEMALE,12,3,169,0.274,13,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,43,MALE,18,2.5,122,0.253,14,Wed,Introductory,2019,0,1,1,0,0,1,0
Fall,90,MALE,16,3.187,119,0.497,15,Wed,Introductory,2017,0,0,1,0,0,1,0
Fall,35,FEMALE,16,4,142,0.312,16,Wed,Intermediate,2019,0,1,0,0,0,1,0
Fall,74,FEMALE,15,3.8,123,-0.066,17,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,22,MALE,9,1,160,-1.719,17,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,10,MALE,16,2.714,132,0.033,12,Wed,Introductory,2019,0,1,1,0,0,1,0
Fall,65,FEMALE,18,3.823,155,0.069,13,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,60,FEMALE,12,3.75,152,0.393,14,Wed,Intermediate,2018,0,0,0,1,0,1,0
Fall,81,FEMALE,16,4,47,0.483,14,Wed,Intermediate,2017,1,0,0,0,0,1,0
Fall,59,FEMALE,14,2.875,62,-0.525,14,Wed,Introductory,2017,1,0,1,0,0,1,0
Fall,131,MALE,14,0,8,-1.437,15,Wed,Introductory,2017,1,0,1,0,0,1,0
Fall,96,MALE,16,2.384,134,-0.43,14,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,143,MALE,16,2.875,0,-0.442,12,Wed,Introductory,2018,0,1,1,0,0,1,0
Fall,98,MALE,16,2.687,138,-0.335,13,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,23,FEMALE,16,3.062,128,-0.139,12,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,59,MALE,22,4,147,0.125,13,Wed,Introductory,2018,0,0,0,0,0,1,0
Fall,24,FEMALE,16,2.375,113,0.359,14,Wed,Introductory,2021,0,1,0,0,0,1,0
Fall,137,MALE,12,3,69,0.32,15,Wed,Introductory,2019,0,1,1,0,0,1,0
Fall,65,MALE,15,3.666,123,0.096,16,Wed,Introductory,2020,0,1,0,0,0,1,0
Fall,14,FEMALE,15,3.6,129,0.15,13,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,80,MALE,16,3.076,123,-0.041,14,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,78,MALE,16,3.25,122,0.406,14,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,72,FEMALE,16,3.625,125,-0.029,15,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,74,MALE,16,3.769,107,0.15,16,Wed,Introductory,2021,0,1,1,0,0,1,0
Fall,26,MALE,16,3.3,27,0.509,16,Wed,Introductory,2017,1,0,1,0,0,1,0
Fall,27,FEMALE,15,3.75,136,-0.114,17,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,81,FEMALE,15,3,123,0.709,18,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,70,MALE,17,3.647,123,0.36,17,Wed,Introductory,2019,0,1,1,0,0,1,0
Fall,51,FEMALE,14,4,176,0.375,18,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,61,FEMALE,16,3.375,135,-0.094,19,Wed,Introductory,2020,0,1,0,0,0,1,0
Fall,68,MALE,16,3.437,123,0.104,20,Wed,Introductory,2020,0,1,1,0,0,1,0
Fall,61,FEMALE,19,4,128,0.488,21,Wed,Introductory,2020,0,1,0,0,0,1,0
Fall,83,FEMALE,19,3.769,125,-0.006,21,Wed,Introductory,2018,0,0,0,0,0,1,0
Fall,99,FEMALE,13,3.75,142,1.35,20,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,114,FEMALE,15,2.416,133,-0.441,19,Wed,Introductory,2018,0,0,1,0,0,1,0
Fall,116,MALE,12,3.333,203,-0.403,19,Wed,Introductory,2017,0,0,0,0,0,0,1
Fall,74,FEMALE,20,2.692,131,-0.516,18,Wed,Introductory,2018,0,0,1,0,0,0,1
Fall,105,FEMALE,14,3.285,122,-0.201,17,Wed,Advanced,2017,0,0,0,0,0,0,1
Fall,76,FEMALE,16,3.461,67,-0.172,15,Wed,Advanced,2017,0,0,0,0,0,0,1
Fall,120,FEMALE,11,2.272,132,-1.448,16,Wed,Advanced,2017,0,0,0,0,0,0,1
Fall,104,FEMALE,20,3.647,174,-0.212,14,Wed,Advanced,2018,0,0,0,0,0,0,1
Fall,51,FEMALE,14,2.571,95,0.622,13,Wed,Introductory,2020,0,1,1,0,0,0,1
Fall,165,MALE,15,2.25,129,-0.789,13,Wed,Introductory,2020,0,1,1,0,0,0,1
Fall,65,FEMALE,13,4,145,0.136,14,Wed,Advanced,2018,0,0,0,0,0,0,1
Fall,56,MALE,19,3.4,168,-0.086,15,Wed,Intermediate,2020,0,1,0,0,0,0,1
Fall,68,MALE,14,3,44,0.41,14,Wed,Introductory,2017,1,0,1,0,0,0,1
Fall,194,FEMALE,15,3.466,124,0.086,14,Wed,Introductory,2018,0,0,0,0,0,0,1
Fall,215,MALE,16,3.437,138,0.144,15,Wed,Introductory,2020,0,1,1,0,0,0,1
Fall,27,FEMALE,16,3.687,133,-0.073,16,Wed,Introductory,2020,0,1,0,0,0,0,1
Fall,112,MALE,7,3,155,0.82,17,Wed,Introductory,2020,0,1,1,0,0,0,1
Fall,124,FEMALE,15,2.75,122,-0.439,18,Wed,Introductory,2018,0,0,0,0,0,0,1
Fall,105,MALE,15,4,147,0.07,18,Wed,Introductory,2019,0,1,1,0,0,0,1
Fall,86,MALE,15,4,160,0.147,17,Wed,Intermediate,2018,0,0,0,0,0,0,1
Fall,55,FEMALE,12,3.75,131,0.281,15,Wed,Advanced,2018,0,0,0,0,0,0,1
Fall,63,MALE,10,2.7,130,-0.492,15,Wed,Advanced,2018,0,0,0,0,0,0,1
Fall,74,MALE,15,3,128,-0.094,16,Wed,Advanced,2017,0,0,0,0,0,0,1
Fall,74,MALE,15,2.25,137,-0.472,17,Wed,Advanced,2018,0,0,0,0,0,0,1
Fall,46,MALE,18,4,169,0.024,14,Wed,Advanced,2017,0,0,0,0,0,0,1
Fall,73,MALE,16,3.437,161,0.155,14,Wed,Intermediate,2018,0,0,0,0,0,0,1
Fall,78,FEMALE,15,2,82,-0.328,15,Wed,Introductory,2017,0,0,1,0,0,0,1
Fall,146,FEMALE,12,3.25,146,-0.311,16,Wed,Advanced,2018,0,0,0,0,0,0,1
